Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,6,5,1,83.3%,1,1,0,100.0%,2026,2026,R32,6,1.03,3.5%,7.8%,52.6%,62.1%,42.0%,52.6%,49.1%,47.8%,62.5%
Ostrava,2,Hard,5,3,2,60.0%,0,0,0,-,2022,2026,QF,5,0.97,7.4%,7.1%,58.1%,67.5%,41.5%,56.6%,42.2%,53.8%,44.7%
Prague,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2023,Q1,2,0.81,2.4%,13.9%,52.4%,66.7%,34.2%,51.2%,39.6%,47.8%,36.8%
Istanbul,2,Clay,3,1,2,33.3%,0,0,0,-,2021,2022,R32,3,0.91,0.9%,7.2%,63.8%,53.3%,30.6%,45.1%,50.0%,23.3%,52.8%
