Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Guadalajara SF,L vs Jovic,73.5%,48.8%,7.7%,8/1,2.37,0.0%,78.7%,45.7%,2.2%,2.06,0.0%,66.7%,62.5%,29.2%,2.63,0.0%
2025 Guadalajara R32,W vs Fossa Huergo,66.2%,63.3%,2.7%,1/1,1.90,13.2%,68.9%,51.6%,2.2%,2.07,33.3%,78.3%,83.3%,4.3%,1.79,0.0%
2022 Istanbul R32,L vs Potapova,78.3%,47.2%,4.3%,2/0,2.21,0.0%,78.1%,40.0%,3.1%,2.36,0.0%,78.6%,63.6%,7.1%,1.96,0.0%
Last 52 Weeks (2 matches),,70.7%,54.1%,5.8%,81.8%,2.20,4.7%,75.4%,47.5%,2.2%,2.07,10.9%,72.3%,73.5%,17.0%,2.31,0.0%
Career (3 matches),,72.2%,52.6%,5.5%,84.6%,2.20,3.5%,75.9%,46.0%,2.4%,2.16,7.1%,73.8%,71.1%,14.8%,2.24,0.0%
