Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Winston Salem R64,L vs Blanch,61.0%,44.7%,1.3%,1/0,2.48,23.3%,51.0%,44.0%,0.0%,2.50,35.7%,84.6%,45.5%,3.8%,2.47,12.5%
2025 Aix En Provence CH F,W vs Wawrinka,70.9%,48.7%,0.9%,1/0,2.44,15.4%,60.9%,43.6%,1.6%,2.44,28.6%,86.7%,53.8%,0.0%,2.42,0.0%
2025 Thionville CH F,W vs Bouquier,62.7%,50.0%,3.0%,2/0,2.31,30.0%,52.8%,31.6%,0.0%,2.18,50.0%,95.8%,65.2%,8.3%,2.47,5.6%
2024 Canada R32,L vs Sinner,58.5%,35.5%,1.9%,1/0,2.29,2.1%,38.5%,40.0%,0.0%,2.22,4.3%,84.0%,33.3%,4.0%,2.35,0.0%
2024 Canada Q1,W vs Draxl,68.4%,51.3%,1.8%,0/1,2.22,27.0%,65.7%,47.8%,0.0%,2.03,66.7%,94.1%,56.3%,5.9%,2.34,0.0%
2024 Roland Garros R128,L vs Gasquet,72.8%,33.7%,0.0%,0/0,2.13,16.5%,61.7%,24.3%,0.0%,2.11,28.0%,93.9%,41.3%,0.0%,2.16,0.0%
2024 Montpellier F,L vs Bublik,54.4%,51.0%,4.4%,1/3,2.40,22.2%,43.6%,45.8%,5.5%,2.16,33.3%,86.2%,56.0%,3.4%,2.81,0.0%
2023 Cincinnati R32,L vs Hurkacz,64.4%,46.4%,1.1%,1/0,2.45,5.2%,58.3%,57.1%,0.0%,2.33,11.5%,73.7%,35.7%,2.6%,2.55,0.0%
2023 Halle R32,L vs Bublik,44.2%,47.8%,1.9%,0/1,1.96,36.1%,45.9%,58.8%,0.0%,1.97,47.1%,50.0%,16.7%,8.3%,1.95,26.3%
2023 Madrid SF,L vs Alcaraz,70.7%,36.6%,3.4%,2/0,2.46,2.3%,68.4%,42.3%,2.6%,2.37,4.2%,88.2%,26.7%,5.9%,2.58,0.0%
2023 Madrid QF,W vs Altmaier,66.0%,48.4%,2.1%,0/1,2.24,8.0%,71.9%,47.8%,3.1%,2.26,15.4%,72.7%,50.0%,0.0%,2.21,0.0%
2023 Madrid R16,W vs Davidovich Fokina,75.0%,47.8%,1.7%,1/1,2.14,3.8%,82.4%,45.7%,1.2%,1.91,2.6%,87.0%,55.0%,4.3%,2.39,4.9%
2023 Madrid R32,W vs Hurkacz,68.3%,39.0%,5.0%,2/1,2.24,4.2%,70.3%,34.6%,2.7%,2.07,8.7%,68.2%,46.7%,9.1%,2.40,0.0%
2023 Monte Carlo R64,L vs Jarry,55.8%,29.2%,4.7%,2/0,-,6.3%,42.3%,45.5%,7.7%,-,6.7%,76.5%,15.4%,0.0%,-,5.9%
2023 Dubai QF,L vs Medvedev,62.8%,33.3%,14.0%,2/4,2.30,8.5%,53.8%,42.9%,19.2%,2.38,16.0%,92.9%,23.1%,7.1%,2.20,0.0%
2022 Vienna SF,L vs Shapovalov,48.1%,36.0%,7.7%,4/0,-,32.4%,48.6%,23.5%,5.7%,-,50.0%,66.7%,62.5%,16.7%,-,11.8%
2022 Vienna QF,W vs Hurkacz,53.1%,43.1%,1.0%,0/1,2.46,11.8%,43.5%,44.4%,0.0%,2.42,20.5%,72.7%,41.7%,3.0%,2.52,0.0%
2022 Cincinnati F,W vs Tsitsipas,67.6%,54.3%,1.5%,0/1,1.88,15.6%,68.2%,53.3%,2.3%,1.80,30.4%,80.0%,56.3%,0.0%,1.95,0.0%
2022 Cincinnati SF,W vs Norrie,69.2%,58.3%,0.0%,0/0,2.68,0.0%,64.5%,55.0%,0.0%,2.69,0.0%,84.2%,62.5%,0.0%,2.67,0.0%
2022 Monte Carlo R64,L vs Sinner,63.3%,43.9%,3.3%,2/1,2.16,0.0%,64.0%,34.4%,4.0%,2.05,0.0%,73.5%,56.0%,2.9%,2.27,0.0%
Career (75 matches),,65.0%,48.3%,2.5%,56.5%,2.30,18.1%,59.6%,45.1%,2.3%,2.23,26.5%,80.6%,52.2%,3.3%,2.38,6.6%
