Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Roberto Bautista Agut [ESP],5,4,55.6%,3,2,1,66.7%,2015,2022,8,0.97,10.4%,2.4%,60.4%,69.9%,50.5%,62.2%,36.6%,64.7%,48.4%
8,Marin Cilic [CRO],0,8,0.0%,0,0,0,-,2015,2022,8,0.67,8.0%,2.7%,60.0%,65.5%,47.9%,58.5%,27.9%,59.3%,25.9%
7,Alexander Zverev [GER],3,4,42.9%,5,3,2,60.0%,2015,2024,7,0.92,3.5%,1.4%,65.4%,69.2%,58.2%,65.4%,31.8%,72.7%,31.6%
7,Jan Lennard Struff [GER],2,5,28.6%,5,1,4,20.0%,2017,2024,7,0.99,10.5%,3.9%,60.3%,75.2%,48.7%,64.7%,34.9%,60.5%,28.8%
7,Stefanos Tsitsipas [GRE],3,4,42.9%,5,4,1,80.0%,2018,2023,7,0.87,5.4%,2.5%,63.2%,72.1%,48.3%,63.3%,31.9%,58.8%,34.1%
7,Daniil Medvedev [RUS],4,3,57.1%,1,0,1,0.0%,2017,2023,7,1.01,6.0%,2.7%,62.7%,71.7%,53.6%,65.0%,35.5%,61.4%,42.9%
6,Stan Wawrinka [SUI],2,4,33.3%,3,1,2,33.3%,2015,2025,6,0.86,3.7%,2.4%,61.8%,73.0%,48.3%,63.6%,31.4%,60.6%,23.5%
6,Pierre Hugues Herbert [FRA],3,3,50.0%,3,0,3,0.0%,2013,2025,5,1.23,4.1%,3.3%,67.4%,73.0%,54.2%,66.9%,40.9%,82.8%,42.4%
6,Dominic Thiem [AUT],3,3,50.0%,4,3,1,75.0%,2017,2023,5,0.91,6.5%,1.2%,64.5%,71.7%,43.2%,61.6%,34.9%,57.1%,40.0%
6,Dusan Lajovic [SRB],3,3,50.0%,2,2,0,100.0%,2014,2022,6,1.07,6.3%,1.4%,63.7%,71.2%,59.0%,66.7%,35.6%,67.7%,35.3%
6,Roger Federer [SUI],2,4,33.3%,2,1,1,50.0%,2015,2019,6,0.89,7.1%,2.1%,66.7%,69.3%,48.3%,62.3%,33.5%,51.4%,44.4%
6,Jiri Vesely [CZE],5,1,83.3%,6,5,1,83.3%,2016,2019,6,1.08,7.1%,3.4%,63.7%,73.0%,57.2%,67.3%,35.2%,71.4%,34.2%
5,Damir Dzumhur [BIH],3,2,60.0%,3,1,2,33.3%,2013,2025,4,1.09,6.0%,1.6%,64.1%,69.8%,55.1%,64.5%,38.8%,72.0%,53.3%
5,Taylor Fritz [USA],4,1,80.0%,1,0,1,0.0%,2016,2024,5,1.32,11.5%,2.6%,64.4%,78.1%,57.0%,70.6%,38.8%,61.1%,45.9%
5,Adrian Mannarino [FRA],0,5,0.0%,2,0,2,0.0%,2017,2024,5,0.80,11.0%,2.8%,57.4%,68.0%,47.3%,59.2%,32.7%,52.5%,42.9%
