Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,14,4,10,28.6%,5,2,3,40.0%,2015,2025,R16,14,0.91,11.4%,3.7%,64.0%,71.4%,49.0%,63.4%,33.2%,54.7%,33.3%
Roland Garros,10,Clay,22,12,10,54.5%,15,6,9,40.0%,2015,2025,R32,22,1.03,6.1%,2.7%,59.3%,70.6%,54.7%,64.2%,36.8%,63.7%,39.6%
Wimbledon,7,Grass,9,2,7,22.2%,10,3,7,30.0%,2014,2024,R64,8,0.87,7.2%,3.3%,61.7%,71.2%,53.1%,64.3%,31.1%,54.8%,30.5%
US Open,11,Hard,26,15,11,57.7%,16,9,7,56.3%,2014,2025,QF,24,1.04,7.5%,3.1%,61.2%,71.4%,54.6%,64.9%,36.6%,62.2%,41.2%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2016,2016,R64,1,0.92,3.8%,5.1%,64.6%,72.5%,32.1%,58.2%,38.6%,70.0%,28.6%
Davis Cup,8,,25,16,9,64.0%,14,9,5,64.3%,2013,2023,,12,1.16,6.1%,1.9%,64.8%,75.0%,54.7%,67.9%,37.1%,63.5%,41.3%
Winston-Salem,5,Hard,14,9,5,64.3%,7,2,5,28.6%,2015,2025,SF,14,1.12,9.2%,3.8%,60.4%,76.2%,53.3%,67.1%,36.9%,68.3%,48.7%
Cincinnati Masters,10,Hard,22,13,9,59.1%,11,7,4,63.6%,2015,2025,W,22,1.07,9.5%,2.9%,57.8%,77.0%,53.7%,67.2%,35.2%,69.3%,42.6%
Canada Masters,9,Hard,16,7,9,43.8%,3,2,1,66.7%,2015,2025,R32,16,0.88,9.7%,3.7%,57.8%,68.5%,50.1%,60.7%,34.4%,53.0%,43.0%
Madrid Masters,8,Clay,23,14,9,60.9%,10,5,5,50.0%,2016,2025,SF,23,1.12,7.1%,1.4%,65.4%,74.2%,53.4%,67.0%,37.0%,68.4%,31.7%
Barcelona,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,R32,3,0.96,4.3%,2.9%,57.7%,73.3%,42.0%,60.1%,38.5%,52.9%,53.3%
Montpellier,5,Hard,9,4,5,44.4%,2,0,2,0.0%,2016,2025,F,9,1.01,8.4%,1.7%,67.5%,71.2%,53.4%,65.5%,34.8%,61.4%,38.0%
