Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,277,144,133,52.0%,348-338,50.7%,3370-3380,49.9%,64-55,53.8%,266,80.7%,19.3%,8.1%,3.0%,62.0%,72.4%,52.2%,64.7%,35.5%,50.0%,1.01
Clay,125,68,57,54.4%,179-156,53.4%,1707-1619,51.3%,33-30,52.4%,120,81.4%,21.5%,6.2%,2.5%,61.2%,72.1%,52.8%,64.6%,37.1%,50.7%,1.05
Grass,26,12,14,46.2%,30-40,42.9%,338-377,47.3%,9-9,50.0%,26,81.4%,13.3%,8.3%,2.5%,63.8%,72.3%,51.7%,64.8%,31.6%,48.5%,0.90
Grand Slams,66,30,36,45.5%,107-124,46.3%,1127-1164,49.2%,19-24,44.2%,65,80.2%,18.8%,7.8%,3.1%,61.2%,71.1%,53.2%,64.2%,35.3%,49.6%,0.98
Masters,133,69,64,51.9%,165-151,52.2%,1569-1526,50.7%,27-25,51.9%,133,80.3%,21.2%,7.6%,2.7%,61.0%,72.1%,51.9%,64.2%,36.4%,50.2%,1.02
Other Tours,199,106,93,53.3%,234-224,51.1%,2295-2291,50.0%,51-40,56.0%,198,81.4%,18.7%,7.4%,2.9%,62.5%,72.6%,52.1%,64.9%,35.4%,50.1%,1.01
Best of 5,80,38,42,47.5%,135-149,47.5%,1382-1410,49.5%,22-28,44.0%,73,80.7%,19.2%,7.7%,3.0%,61.6%,71.4%,53.5%,64.6%,35.6%,50.0%,1.00
Best of 3,348,186,162,53.4%,422-385,52.3%,4033-3966,50.4%,84-66,56.0%,339,81.0%,19.7%,7.5%,2.8%,62.0%,72.5%,52.0%,64.7%,35.8%,50.2%,1.01
Finals,9,3,6,33.3%,7-14,33.3%,95-119,44.4%,3-1,75.0%,9,79.6%,9.3%,7.3%,2.0%,65.4%,67.6%,52.7%,62.4%,29.2%,46.6%,0.78
Semi-finals,22,9,13,40.9%,19-28,40.4%,212-248,46.1%,5-4,55.6%,22,75.1%,16.9%,7.1%,3.1%,64.0%,69.7%,48.0%,61.9%,33.6%,47.8%,0.88
Quarter-finals,45,21,24,46.7%,46-53,46.5%,508-518,49.5%,11-15,42.3%,45,82.1%,17.3%,7.3%,2.4%,63.2%,73.1%,52.4%,65.5%,34.6%,50.0%,1.00
vs Righties,364,191,173,52.5%,477-462,50.8%,4652-4635,50.1%,90-82,52.3%,349,80.8%,19.6%,7.4%,2.8%,61.9%,72.0%,52.3%,64.5%,35.8%,50.1%,1.01
vs Lefties,63,32,31,50.8%,78-72,52.0%,751-739,50.4%,16-12,57.1%,62,81.7%,18.9%,8.4%,2.8%,61.8%,73.8%,52.6%,65.7%,35.2%,50.2%,1.03
vs Top 10,62,19,43,30.6%,53-98,35.1%,651-803,44.8%,13-12,52.0%,61,76.7%,14.2%,6.4%,2.4%,62.7%,69.4%,50.5%,62.4%,31.6%,47.3%,0.84
