Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Winston Salem R64,L vs Blanch,47.7%,55.4%,53.3%,52.5%,61.1%,75.0%,64.3%,69.7%,30.8%,52.2%,0.0%,36.0%,36.0%,43.8%,130
2025 Aix En Provence CH F,W vs Wawrinka,25.7%,29.5%,59.0%,29.3%,35.7%,41.4%,62.2%,41.1%,46.4%,35.7%,0.0%,5.7%,5.7%,54.5%,-79
2025 Thionville CH F,W vs Bouquier,39.1%,52.2%,47.5%,46.8%,48.8%,65.1%,54.5%,61.2%,45.5%,33.3%,33.3%,25.0%,33.3%,38.9%,37
2024 Canada R32,L vs Sinner,27.5%,36.2%,40.4%,33.0%,39.5%,50.0%,56.5%,49.5%,47.1%,38.1%,40.0%,14.3%,21.4%,25.0%,24
2024 Canada Q1,W vs Draxl,32.8%,46.6%,54.1%,39.3%,44.4%,59.3%,60.0%,58.5%,33.3%,26.7%,33.3%,24.1%,37.9%,50.0%,19
2024 Roland Garros R128,L vs Gasquet,22.1%,37.7%,54.7%,29.2%,32.9%,53.9%,52.9%,44.2%,28.1%,56.8%,14.3%,5.4%,13.5%,57.1%,-64
2024 Montpellier F,L vs Bublik,22.6%,31.0%,46.9%,27.5%,23.2%,35.7%,44.2%,30.5%,55.2%,29.6%,0.0%,22.2%,22.2%,52.4%,-25
2023 Cincinnati R32,L vs Hurkacz,30.2%,34.9%,50.0%,33.6%,42.2%,44.4%,53.8%,48.7%,52.0%,45.0%,33.3%,17.9%,25.6%,46.9%,-5
2023 Halle R32,L vs Bublik,17.4%,26.1%,40.5%,24.3%,30.8%,46.2%,55.6%,43.1%,46.2%,23.1%,0.0%,0.0%,0.0%,26.3%,-118
2023 Madrid SF,L vs Alcaraz,21.0%,29.0%,42.6%,25.2%,28.9%,39.5%,44.4%,35.8%,52.9%,42.9%,50.0%,9.1%,13.6%,40.0%,-26
2023 Madrid QF,W vs Altmaier,37.0%,52.2%,69.0%,44.6%,45.2%,67.7%,82.4%,56.5%,33.3%,62.5%,-,20.0%,20.0%,50.0%,-79
2023 Madrid R16,W vs Davidovich Fokina,19.3%,32.8%,52.3%,28.6%,32.8%,56.7%,66.7%,49.3%,39.3%,51.3%,62.5%,2.4%,2.4%,36.6%,-93
2023 Madrid R32,W vs Hurkacz,29.2%,44.4%,66.0%,37.1%,41.9%,62.8%,76.0%,55.1%,38.9%,64.0%,66.7%,10.7%,17.9%,56.0%,-27
2023 Monte Carlo R64,L vs Jarry,31.3%,35.4%,40.6%,33.5%,40.0%,44.0%,46.7%,44.4%,50.0%,63.6%,100.0%,22.7%,27.3%,35.3%,-13
2023 Dubai QF,L vs Medvedev,5.9%,19.6%,40.4%,14.1%,7.4%,29.6%,40.0%,23.0%,35.7%,69.2%,100.0%,4.3%,8.7%,40.9%,-72
2022 Vienna SF,L vs Shapovalov,28.8%,36.5%,43.2%,36.2%,37.5%,50.0%,65.0%,49.4%,56.3%,43.8%,100.0%,15.0%,15.0%,17.6%,-79
2022 Vienna QF,W vs Hurkacz,29.3%,41.4%,59.3%,36.1%,36.4%,50.6%,69.4%,46.6%,52.6%,43.6%,33.3%,15.8%,23.7%,43.8%,-40
2022 Cincinnati F,W vs Tsitsipas,34.7%,41.7%,55.6%,39.2%,46.5%,55.8%,69.6%,54.0%,50.0%,52.0%,33.3%,18.5%,22.2%,40.9%,25
2022 Cincinnati SF,W vs Norrie,35.7%,39.3%,55.9%,36.6%,66.7%,70.8%,37.5%,68.8%,25.0%,37.5%,-,13.3%,16.7%,61.5%,16
2022 Monte Carlo R64,L vs Sinner,17.9%,27.4%,49.4%,25.3%,24.5%,39.6%,45.0%,37.7%,42.9%,32.0%,33.3%,9.8%,12.2%,54.1%,-43
Career (75 matches),,27.8%,37.5%,52.1%,33.6%,35.5%,48.3%,55.7%,44.9%,44.8%,45.2%,41.0%,16.0%,21.0%,47.1%,22
