Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,0,7,0.0%,3-16,15.8%,80-114,41.2%,0-3,0.0%,7,73.1%,11.2%,5.8%,4.3%,58.7%,69.1%,48.4%,60.6%,29.6%,45.6%,0.75,R32 (Montpellier)
2024,33,13,20,39.4%,33-47,41.3%,379-414,47.8%,5-12,29.4%,33,79.7%,17.3%,8.3%,3.2%,60.7%,71.7%,50.8%,63.5%,35.3%,49.3%,0.97,F (Montpellier)
2023,41,22,19,53.7%,51-50,50.5%,500-514,49.3%,14-7,66.7%,39,79.5%,17.5%,6.4%,2.7%,60.1%,73.8%,49.6%,64.1%,35.0%,49.5%,0.98,SF (3x)
2022,33,20,13,60.6%,49-36,57.6%,423-420,50.2%,13-4,76.5%,28,82.6%,16.0%,8.5%,2.3%,62.0%,73.5%,53.9%,66.0%,34.6%,50.2%,1.02,W (Cincinnati Masters)
2021,9,6,3,66.7%,14-7,66.7%,116-105,52.5%,4-1,80.0%,9,86.2%,16.8%,12.9%,2.8%,66.9%,75.6%,57.8%,69.7%,34.9%,51.7%,1.15,SF (Rotterdam)
2020,28,16,12,57.1%,38-34,52.8%,376-356,51.4%,8-9,47.1%,28,80.3%,22.3%,7.6%,2.4%,63.4%,72.3%,49.7%,64.0%,36.1%,50.4%,1.00,F (St Petersburg)
2019,50,27,23,54.0%,71-64,52.6%,693-670,50.8%,15-14,51.7%,49,83.4%,18.6%,8.5%,2.8%,62.7%,74.0%,53.2%,66.2%,35.4%,50.6%,1.05,F (St. Petersburg)
2018,60,40,20,66.7%,95-58,62.1%,821-665,55.2%,8-13,38.1%,60,84.6%,26.1%,7.9%,2.5%,64.4%,73.7%,55.5%,67.2%,38.4%,52.5%,1.17,W (Halle)
2017,51,24,27,47.1%,60-63,48.8%,614-610,50.2%,12-13,48.0%,50,83.4%,17.8%,7.2%,3.0%,62.5%,71.5%,53.4%,64.7%,34.8%,50.0%,0.99,W (Marrakech)
2016,47,23,24,48.9%,55-62,47.0%,567-591,49.0%,12-11,52.2%,46,78.5%,19.7%,8.1%,2.8%,62.6%,70.6%,52.8%,64.0%,36.1%,49.6%,1.00,F (2x)
2015,54,26,28,48.1%,66-76,46.5%,637-704,47.5%,11-4,73.3%,51,75.3%,19.1%,4.8%,3.1%,58.7%,69.3%,50.4%,61.5%,35.5%,48.6%,0.92,SF (2x)
2014,13,7,6,53.8%,21-16,56.8%,192-177,52.0%,3-3,50.0%,11,83.9%,22.7%,8.8%,3.2%,57.6%,72.8%,55.3%,65.4%,37.4%,51.5%,1.08,SF (Basel)
2013,2,0,2,0.0%,1-5,16.7%,17-36,32.1%,1-0,100.0%,1,57.1%,14.3%,1.1%,3.2%,58.9%,66.1%,35.9%,53.7%,31.7%,43.5%,0.68,
Career,428,224,204,52.3%,557-534,51.1%,5415-5376,50.2%,106-94,53.0%,412,81.0%,19.6%,7.5%,2.8%,61.9%,72.3%,52.4%,64.7%,35.7%,50.1%,1.01,
