Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Mannarino,106.3,116.9,7.9,121.6,108.7,128,100,95.3,6.8,96.0,98.0,106,73
2024 Wimbledon R64,L vs Tiafoe,114.5,118.8,5.3,121.4,115.4,127,105,106.6,5.2,108.7,103.4,114,94
2023 US Open R128,L vs Baez,106.8,115.3,6.2,120.2,110.6,127,96,93.1,4.7,95.9,89.8,102,85
2022 US Open R64,L vs Brooksby,108.9,116.5,8.3,121.1,112.6,128,83,91.8,7.1,91.8,100.7,107,78
2022 US Open R128,W vs Couacaud,107.8,116.0,9.2,121.4,112.5,130,63,93.4,6.6,99.3,91.7,106,78
2020 US Open QF,L vs Zverev,110.3,116.4,5.6,120.4,111.8,128,102,93.4,5.1,95.4,94.7,103,84
2020 US Open R16,W vs Thompson,109.4,116.5,5.9,119.9,111.1,126,102,91.6,7.6,94.5,93.4,103,72
2020 US Open R32,W vs Tsitsipas,106.2,114.1,8.1,119.6,107.3,127,90,90.8,5.9,92.5,86.6,106,78
2019 Roland Garros R32,L vs Struff,108.9,118.5,6.3,,,129,92,95.3,8.3,,,113,65
2019 Roland Garros R64,W vs Harris,107.5,118.0,7.9,,,130,95,90.3,4.0,,,100,85
2019 Roland Garros R128,W vs Bedene,107.9,116.7,9.6,,,131,86,92.0,6.5,,,107,75
2018 US Open R16,L vs Del Potro,110.7,117.8,6.7,121.6,113.4,127,95,96.8,7.5,100.8,94.6,109,77
2018 US Open R32,W vs Medvedev,109.0,118.4,5.9,122.0,112.4,129,107,93.1,6.5,96.9,94.8,106,78
2018 Wimbledon R128,L vs Medvedev,109.4,115.5,7.9,120.0,111.5,128,89,96.5,6.2,97.5,106.0,107,84
2017 US Open R32,L vs Anderson,100.7,106.0,6.8,108.8,104.9,119,82,89.2,7.9,93.6,80.0,100,76
2017 US Open R64,W vs Zverev,104.1,110.7,6.0,114.6,106.4,123,96,89.4,8.4,96.2,87.5,106,72
2017 Roland Garros R64,L vs Johnson,108.0,117.0,5.8,,,128,101,95.0,10.3,,,127,74
2017 Roland Garros R128,W vs Bourgue,107.2,117.2,5.8,,,129,105,90.1,8.2,,,104,71
2016 US Open R128,L vs Lopez,112.8,118.1,11.0,118.3,113.5,131,85,93.0,2.2,96.0,91.0,96,90
2016 Roland Garros R32,L vs Bautista Agut,104.2,112.5,8.8,,,126,82,88.8,8.2,,,105,72
Career (25 matches),,106.9,115.3,7.4,119.5,110.5,131,63,92.4,7.0,97.1,93.8,127,65
