Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Winston-Salem R64,L vs Blanch,0.77,0.83,59.7,2.4,5.7%,62.9%,10.0%,83.3%,30.0%,29.7%
2025 Aix-en-Provence CH F,W vs Wawrinka,1.03,1.20,78.3,4.4,3.6%,69.6%,4.1%,69.4%,32.8%,38.5%
2025 Thionville CH F,W vs Bouquier,1.15,1.44,49.5,2.5,11.1%,63.9%,6.1%,69.7%,32.4%,51.5%
2024 US Open R128,L vs Mannarino,0.80,0.62,30.7,2.1,12.5%,52.5%,5.4%,62.2%,37.0%,28.2%
2024 Canada R32,L vs Sinner,0.96,0.52,39.5,2.2,2.9%,54.3%,14.7%,55.9%,18.5%,30.8%
2024 Canada Q1,W vs Draxl,1.28,1.72,36.1,2.9,19.4%,71.0%,3.7%,63.0%,36.7%,51.9%
2024 Wimbledon R64,L vs Tiafoe,0.92,0.62,34.6,2.0,6.3%,64.6%,7.0%,51.2%,34.1%,22.0%
2024 Wimbledon R128,W vs Meligeni Alves,1.16,1.61,31.9,2.2,20.0%,80.0%,4.2%,66.7%,31.9%,41.5%
2024 Montpellier F,L vs Bublik,0.95,0.78,60.9,4.7,4.7%,67.4%,7.3%,48.8%,37.0%,31.8%
2023 US Open R128,L vs Baez,0.81,0.69,32.4,2.5,6.4%,59.6%,0.0%,58.5%,31.0%,38.9%
2023 Cincinnati R32,L vs Hurkacz,0.83,0.74,44.8,4.7,2.1%,63.8%,2.6%,64.1%,34.8%,29.3%
2023 Wimbledon R128,L vs Pella,0.83,0.84,40.4,2.1,12.9%,68.6%,11.5%,63.9%,34.5%,34.2%
2023 Halle R32,L vs Bublik,0.90,0.49,38.7,2.0,0.0%,48.0%,4.8%,52.4%,22.2%,32.0%
2023 Madrid SF,L vs Alcaraz,0.93,0.62,43.6,2.5,2.9%,50.0%,3.6%,57.1%,22.6%,40.7%
2023 Madrid QF,W vs Altmaier,1.25,2.58,34.5,2.0,0.0%,91.7%,9.1%,68.2%,40.0%,40.9%
2023 Madrid R32,W vs Hurkacz,1.33,1.51,49.5,2.2,7.9%,81.6%,5.9%,67.6%,31.3%,25.0%
2023 Monte Carlo R64,L vs Jarry,0.77,0.30,32.9,2.1,3.8%,50.0%,9.1%,68.2%,22.7%,9.5%
2023 Dubai QF,L vs Medvedev,1.10,0.54,40.9,2.2,0.0%,34.6%,0.0%,52.0%,22.7%,33.3%
2022 Vienna QF,W vs Hurkacz,1.27,1.04,84.6,3.1,6.6%,75.4%,5.5%,65.5%,23.5%,24.4%
2022 Tokyo QF,L vs Shapovalov,0.84,0.56,37.3,2.3,3.7%,59.3%,4.0%,60.0%,29.6%,24.0%
2025 (3 matches),,0.99,1.15,65.0,2.9,6.3%,66.1%,6.3%,73.2%,31.8%,39.3%
2024 (6 matches),,1.01,0.89,39.1,2.5,11.1%,65.9%,7.0%,57.8%,33.3%,33.5%
2023 (9 matches),,0.94,0.78,39.9,2.3,5.3%,62.3%,5.5%,61.8%,30.5%,32.7%
2022 (7 matches),,1.06,1.02,53.7,3.0,8.1%,68.0%,6.0%,60.3%,33.1%,35.9%
2021 (3 matches),,0.95,1.12,42.2,2.4,19.3%,75.2%,18.0%,65.4%,34.4%,34.7%
Career (289 matches),,1.02,1.05,51.8,2.7,7.1%,64.7%,5.8%,64.3%,36.7%,36.5%
