Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,6,7,46.2%,15-17,46.9%,150-155,49.2%,2-2,50.0%,12,63.5%,36.2%,4.6%,4.3%,65.1%,60.8%,46.6%,55.8%,43.7%,49.5%,0.99,QF (2x)
2025,46,26,20,56.5%,58-50,53.7%,515-486,51.4%,8-3,72.7%,44,64.2%,37.2%,2.7%,1.8%,70.8%,59.8%,46.7%,56.0%,44.7%,50.3%,1.02,F (W75 Glasgow)
2024,57,39,18,68.4%,83-51,61.9%,682-550,55.4%,7-7,50.0%,7,77.4%,32.1%,2.1%,1.4%,66.4%,66.4%,51.8%,61.5%,41.1%,51.7%,1.07,W (3x)
2023,40,20,20,50.0%,47-45,51.1%,426-409,51.0%,3-3,50.0%,5,56.3%,22.4%,2.3%,4.1%,61.9%,58.3%,41.5%,51.9%,39.1%,45.6%,0.81,SF (3x)
2022,17,9,8,52.9%,20-18,52.6%,194-183,51.5%,2-3,40.0%,2,60.0%,37.5%,1.2%,7.6%,63.2%,60.2%,41.3%,53.2%,45.7%,49.4%,0.98,QF (W60 Vitoria-Gasteiz)
2021,51,32,19,62.7%,71-42,62.8%,584-476,55.1%,6-6,50.0%,2,52.4%,50.0%,0.0%,6.3%,59.7%,57.0%,37.9%,49.3%,52.1%,50.7%,1.03,W (W25 Ortisei)
2020,26,18,8,69.2%,36-18,66.7%,277-209,57.0%,4-0,100.0%,0,,,,,,,,,,,,W (W15 Lousada)
2019,45,25,20,55.6%,53-44,54.6%,476-434,52.3%,4-6,40.0%,1,54.5%,40.0%,2.7%,4.1%,66.2%,57.1%,44.0%,52.7%,44.4%,48.4%,0.94,W (W25 Akko)
2018,53,28,25,52.8%,64-58,52.5%,605-552,52.3%,7-8,46.7%,0,,,,,,,,,,,,SF (4x)
2017,37,22,15,59.5%,46-37,55.4%,399-353,53.1%,1-3,25.0%,0,,,,,,,,,,,,W (Sion $15K)
2016,24,11,13,45.8%,24-27,47.1%,244-239,50.5%,2-4,33.3%,0,,,,,,,,,,,,QF (3x)
2015,10,4,6,40.0%,11-13,45.8%,116-115,50.2%,0-1,0.0%,0,,,,,,,,,,,,QF (Sharm El Sheikh $10K)
2014,1,0,1,0.0%,0-2,0.0%,10-14,41.7%,0-0,-,0,,,,,,,,,,,,R32 (Caslano 10K)
Career,420,240,180,57.1%,528-422,55.6%,4678-4175,52.8%,46-46,50.0%,73,64.4%,36.0%,2.8%,2.7%,68.2%,60.5%,46.3%,56.0%,44.0%,50.0%,1.00,
