Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,2,1,1,50.0%,2-3,40.0%,25-28,47.2%,0-1,0.0%,2,76.9%,19.2%,5.6%,2.5%,61.5%,67.7%,51.6%,61.5%,35.0%,48.4%,0.91
Clay,8,4,4,50.0%,9-8,52.9%,72-70,50.7%,0-0,-,8,67.7%,32.3%,2.5%,2.8%,68.6%,61.3%,50.0%,57.7%,43.4%,50.7%,1.03
Grass,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,1.3%,3.9%,56.6%,62.8%,39.4%,52.6%,38.6%,45.9%,0.81
Internationals,5,1,4,20.0%,2-8,20.0%,30-51,37.0%,0-0,-,5,57.5%,17.1%,2.1%,4.3%,60.4%,58.6%,46.8%,53.9%,37.2%,45.8%,0.81
Semi-finals,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,62.5%,22.2%,6.8%,0.0%,69.5%,58.5%,50.0%,55.9%,44.6%,50.0%,1.01
Quarter-finals,1,1,0,100.0%,2-0,100.0%,12-3,80.0%,0-0,-,1,87.5%,71.4%,2.0%,2.0%,78.0%,66.7%,63.6%,66.0%,58.3%,62.2%,1.72
vs Righties,10,4,6,40.0%,9-13,40.9%,91-104,46.7%,0-1,0.0%,10,67.0%,25.3%,3.4%,3.1%,63.4%,62.5%,48.4%,57.3%,40.1%,49.0%,0.94
