Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Roland Garros Q2,W vs Pironkova,1.14,1.18,66.7,9.1,0.0%,59.1%,0.0%,55.0%,41.2%,48.0%
2021 W25+H Calvi F,L vs Savinykh,0.89,0.56,32.6,2.2,2.6%,44.7%,0.0%,57.9%,34.5%,25.9%
2019 W25 Akko R32,W vs Nadel,1.04,1.61,41.8,2.1,-,56.7%,-,69.0%,65.0%,50.0%
2019 W25 Obidos R32,L vs Sanesi,0.97,0.85,71.4,7.0,-,56.6%,-,50.0%,41.7%,39.0%
2019 W25 Obidos R16,W vs Carreras,1.22,1.38,56.8,2.5,-,55.9%,-,71.0%,42.4%,41.4%
2019 W60 Les Franqueses del Valles QF,L vs Badosa,0.86,0.87,81.3,2.5,4.2%,68.8%,2.4%,45.2%,42.2%,43.9%
2019 W60 Les Franqueses del Valles R16,W vs Fett,1.28,1.17,74.6,18.1,3.4%,52.5%,0.0%,61.1%,38.8%,40.0%
2019 W60 Les Franqueses del Valles R32,W vs Hobgarski,1.13,1.55,45.4,2.1,0.0%,67.9%,0.0%,57.7%,55.2%,46.4%
2019 W25 Santa Margherita Di Pula R16,L vs Von Deichmann,0.88,0.72,54.7,2.4,0.0%,33.3%,3.7%,55.6%,45.9%,45.7%
2019 W25 Santa Margherita Di Pula R32,W vs Boskovic,1.10,1.20,70.3,3.0,0.0%,64.0%,0.0%,54.5%,47.4%,40.5%
2019 W25 Altenkirchen QF,L vs Ma,0.89,0.69,54.1,2.3,3.7%,63.0%,4.0%,48.0%,35.5%,33.3%
2019 W25 Altenkirchen R16,W vs Andrei,1.11,1.30,63.5,2.9,5.0%,72.5%,5.9%,61.8%,23.3%,55.3%
2019 W25 Altenkirchen Q1,W vs Stefanini,1.02,1.57,53.6,2.2,-,59.4%,-,81.5%,55.0%,38.5%
2017 Jablonec nad Nisou $15K F,L vs Kolodziejova,0.90,0.49,50.5,2.0,3.4%,55.2%,4.0%,68.0%,17.9%,25.0%
2017 Jablonec nad Nisou $15K SF,W vs Rushiti,1.06,1.31,57.0,2.1,12.2%,61.0%,5.3%,65.8%,40.0%,51.6%
2017 Jablonec nad Nisou $15K QF,W vs Matteucci,1.28,2.20,39.5,2.1,0.0%,69.2%,0.0%,85.7%,43.5%,36.4%
2017 Jablonec nad Nisou $15K R32,W vs Primorac,1.21,1.29,65.0,3.5,2.4%,56.1%,2.9%,76.5%,36.8%,36.8%
2017 Sharm El Sheikh $15K QF,L vs Mihalikova,0.94,0.75,59.9,2.9,0.0%,54.5%,0.0%,64.3%,35.1%,29.4%
2017 Sharm El Sheikh $15K R32,W vs Stojanovic,1.18,1.20,67.8,5.7,2.1%,59.6%,0.0%,47.8%,40.0%,54.8%
2017 Sharm El Sheikh $15K R16,L vs Rushiti,0.92,0.63,38.1,2.3,8.8%,50.0%,6.3%,43.8%,30.0%,42.9%
2021 (2 matches),,1.03,0.90,52.5,3.5,1.2%,52.4%,0.0%,56.4%,38.8%,40.3%
2019 (11 matches),,1.05,1.10,63.2,2.8,1.6%,59.4%,1.3%,58.7%,43.3%,42.8%
2017 (24 matches),,1.00,1.01,56.4,2.7,2.0%,55.5%,1.4%,57.1%,45.6%,42.2%
2016 (13 matches),,0.95,0.95,57.1,2.4,2.2%,55.4%,2.0%,59.4%,41.3%,44.8%
2015 (4 matches),,1.08,1.26,60.9,2.6,3.0%,65.7%,2.5%,59.0%,49.0%,38.6%
Career (54 matches),,1.01,1.03,58.2,2.7,2.0%,57.0%,1.6%,58.1%,44.0%,42.6%
