Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),222,315,249,1503,254,1455,233,1440,182,1431,446,166,,
2025,254,289,196,1562,197,1522,213,1470,172,1460,519,138
2024,198,350,230,1493,302,1385,260,1399,171,1444,1136,25
2023,337,194,268,1412,282,1360,260,1365,215,1354,,
2022,335,161,245,1449,271,1368,217,1414,218,1345,,
2021,175,399,261,1400,258,1358,247,1354,203,1338,,
2020,279,227,,,,,,,,,530,111
2019,309,182,,,,,,,,,538,94
2018,498,48,,,,,,,,,,
2017,720,26,,,,,,,,,1074,12
2016,955,11,,,,,,,,,,
2015,1211,4,,,,,,,,,,
