Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2011 Hobart R32,L vs Bartoli,72.1%,29.0%,11.6%,0/5,1.94,1.9%,77.8%,42.9%,11.1%,1.90,2.6%,90.9%,0.0%,18.2%,2.06,0.0%
2010 Sydney QF,L vs Dementieva,78.2%,37.2%,1.8%,0/1,2.25,2.4%,82.9%,27.6%,0.0%,2.20,3.4%,87.5%,57.1%,6.3%,2.34,0.0%
2009 Cincinnati F,L vs Jankovic,52.9%,37.0%,3.9%,0/2,2.68,6.9%,61.3%,26.3%,3.2%,2.56,11.8%,88.9%,62.5%,11.1%,2.85,0.0%
2009 Wimbledon SF,L vs Williams,60.5%,34.8%,2.6%,0/1,2.65,0.0%,52.0%,38.5%,0.0%,2.46,0.0%,76.9%,30.0%,7.7%,3.15,0.0%
2009 Wimbledon QF,W vs Lisicki,67.6%,56.3%,3.8%,2/2,2.45,9.7%,66.7%,60.0%,3.3%,2.39,13.0%,79.5%,51.6%,5.1%,2.62,0.0%
2009 Roland Garros F,L vs Kuznetsova,83.3%,46.7%,1.9%,1/0,2.17,2.7%,83.3%,40.0%,0.0%,2.08,3.7%,90.9%,70.0%,9.1%,2.46,0.0%
2009 Roland Garros SF,W vs Cibulkova,74.2%,63.0%,3.2%,0/2,2.46,0.0%,84.2%,62.5%,5.3%,2.48,0.0%,70.0%,64.3%,0.0%,2.38,0.0%
2009 Madrid F,W vs Wozniacki,82.4%,54.1%,2.7%,1/1,2.47,0.0%,85.4%,56.1%,0.0%,2.44,0.0%,80.0%,50.0%,8.0%,2.58,0.0%
2009 Madrid SF,W vs Schnyder,82.0%,60.0%,8.2%,3/2,2.27,6.1%,84.6%,51.5%,5.1%,2.12,8.1%,81.0%,76.5%,14.3%,2.74,0.0%
2009 Rome F,W vs Kuznetsova,76.8%,64.2%,5.8%,2/2,2.53,9.6%,77.6%,60.5%,6.1%,2.43,12.8%,88.2%,73.3%,5.9%,2.84,0.0%
2009 Australian Open F,L vs Williams,64.9%,29.2%,24.3%,3/6,1.84,0.0%,52.4%,9.1%,28.6%,2.00,0.0%,81.3%,46.2%,18.8%,1.50,0.0%
2009 Australian Open SF,W vs Zvonareva,75.0%,61.4%,3.9%,2/1,2.60,20.0%,74.5%,54.3%,6.4%,2.38,33.3%,88.0%,72.7%,0.0%,2.93,0.0%
2009 Sydney F,L vs Dementieva,67.9%,47.4%,7.1%,4/2,2.40,0.0%,71.4%,50.0%,5.4%,2.42,0.0%,77.3%,41.2%,13.6%,2.37,0.0%
2008 Tokyo F,W vs Kuznetsova,69.5%,65.9%,8.5%,4/1,2.64,9.4%,67.6%,60.9%,5.9%,2.19,16.7%,85.7%,72.2%,14.3%,3.21,0.0%
2008 US Open SF,L vs Williams,61.3%,55.3%,1.6%,0/1,2.00,4.2%,67.6%,52.0%,0.0%,1.99,5.6%,65.0%,61.5%,5.0%,2.03,0.0%
2008 Olympics F,L vs Dementieva,81.3%,51.4%,3.3%,2/1,2.41,1.6%,79.0%,51.0%,3.2%,2.42,2.9%,96.2%,52.0%,3.8%,2.40,0.0%
2008 Olympics SF,W vs Li,76.1%,56.7%,4.5%,1/3,2.69,2.1%,81.0%,51.1%,1.7%,2.59,3.4%,80.0%,70.0%,12.0%,2.85,0.0%
2008 Montreal F,W vs Cibulkova,68.9%,71.0%,8.9%,3/1,2.65,10.0%,75.0%,72.2%,8.3%,2.61,16.7%,86.7%,69.2%,13.3%,2.71,0.0%
2008 Roland Garros F,L vs Ivanovic,92.6%,41.3%,10.3%,4/3,2.57,7.0%,91.5%,34.9%,8.5%,2.50,9.8%,100.0%,55.0%,15.0%,2.73,0.0%
2008 Roland Garros SF,W vs Kuznetsova,87.8%,62.8%,2.0%,0/1,2.63,9.1%,93.1%,51.9%,3.4%,2.64,11.6%,88.9%,81.3%,0.0%,2.57,0.0%
Career (22 matches),,74.8%,52.2%,5.4%,42.9%,2.38,5.7%,77.3%,48.4%,4.4%,2.32,8.1%,83.4%,59.4%,8.4%,2.51,0.3%
