Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2011 Australian Open R128,L vs Clijsters,0% (0/1),- (0/0),0/0,0/0,40% (4/10),4/6,3/4,- (0/0),- (0/0)
2011 Hobart R32,L vs Bartoli,0% (0/9),50% (1/2),0/0,0/0,60% (9/15),1/3,1/2,- (0/0),- (0/0)
2010 Sydney QF,L vs Dementieva,40% (4/10),33% (1/3),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2009 Wimbledon SF,L vs Williams,17% (1/6),0% (0/1),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2009 Wimbledon QF,W vs Lisicki,55% (12/22),55% (6/11),2/3,1/1,75% (6/8),2/3,0/0,33% (2/6),50% (3/6)
2009 Roland Garros F,L vs Kuznetsova,100% (4/4),50% (2/4),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2009 Madrid F,W vs Wozniacki,53% (9/17),43% (3/7),2/5,1/2,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2009 Madrid SF,W vs Schnyder,80% (8/10),57% (4/7),2/3,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2009 Rome F,W vs Kuznetsova,54% (7/13),50% (5/10),2/5,1/3,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2009 Australian Open F,L vs Williams,25% (2/8),100% (1/1),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2009 Australian Open SF,W vs Zvonareva,70% (7/10),45% (5/11),2/2,1/1,67% (6/9),0/0,0/0,60% (3/5),67% (4/6)
2009 Sydney F,L vs Dementieva,32% (7/22),30% (3/10),1/2,0/0,29% (2/7),3/5,2/3,- (0/0),- (0/0)
2008 Tokyo F,W vs Kuznetsova,54% (7/13),63% (5/8),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2008 US Open SF,L vs Williams,27% (3/11),33% (2/6),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2008 Olympics F,L vs Dementieva,42% (8/19),46% (6/13),1/1,0/0,61% (11/18),2/4,0/1,- (0/0),- (0/0)
2008 Olympics SF,W vs Li,42% (8/19),38% (5/13),2/4,1/2,43% (3/7),0/0,0/0,80% (4/5),60% (3/5)
2008 Montreal F,W vs Cibulkova,55% (6/11),55% (6/11),2/4,1/2,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2008 Roland Garros F,L vs Ivanovic,36% (5/14),40% (2/5),0/0,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2008 Roland Garros SF,W vs Kuznetsova,43% (6/14),55% (6/11),2/3,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2008 Roland Garros R16,W vs Sharapova,63% (12/19),38% (6/16),2/5,1/2,43% (3/7),1/2,1/1,54% (7/13),46% (6/13)
2011 (2 matches),,0.0%,50.0%,-,-,52.0%,55.6%,66.7%,-,-
2010 (1 matches),,40.0%,33.3%,-,-,37.5%,0.0%,0.0%,-,-
2009 (9 matches),,50.9%,46.8%,55.0%,55.6%,53.3%,35.7%,33.3%,45.5%,58.3%
2008 (8 matches),,45.8%,45.8%,55.0%,62.5%,56.3%,36.4%,25.0%,61.1%,50.0%
2007 (1 matches),,0.0%,100.0%,-,-,41.7%,33.3%,50.0%,-,-
Career (21 matches),,45.8%,46.7%,55.0%,58.8%,52.8%,38.5%,42.1%,55.2%,53.3%
