Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,20,11,9,55.0%,26-17,60.5%,195-189,50.8%,3-0,100.0%,18,-,-,3.7%,9.5%,62.2%,62.7%,43.7%,55.5%,46.1%,50.9%,1.04,SF (Fes)
2010,29,13,16,44.8%,31-33,48.4%,308-322,48.9%,6-4,60.0%,27,-,-,2.4%,7.9%,65.6%,61.4%,40.3%,54.1%,45.0%,49.5%,0.98,QF (4x)
2009,71,55,16,77.5%,116-46,71.6%,878-621,58.6%,7-9,43.8%,68,-,-,3.5%,7.9%,65.1%,67.1%,43.2%,58.8%,48.4%,53.6%,1.17,W (3x)
2008,75,55,20,73.3%,118-55,68.2%,931-695,57.3%,14-7,66.7%,64,-,-,5.6%,8.1%,62.7%,68.5%,43.2%,59.1%,47.4%,53.2%,1.16,W (4x)
2007,60,38,22,63.3%,80-54,59.7%,656-577,53.2%,8-5,61.5%,51,-,-,6.5%,6.7%,63.2%,63.2%,46.8%,57.2%,44.3%,50.9%,1.03,F (Charleston)
2006,65,44,21,67.7%,92-51,64.3%,729-568,56.2%,5-4,55.6%,49,-,-,3.8%,6.3%,65.8%,63.1%,45.1%,56.9%,46.7%,51.8%,1.08,F (2x)
2005,56,36,20,64.3%,80-50,61.5%,650-565,53.5%,11-4,73.3%,9,-,-,4.3%,4.1%,65.6%,62.9%,47.6%,57.6%,40.4%,48.8%,0.95,W (2x)
2004,39,20,19,51.3%,45-43,51.1%,401-388,50.8%,1-5,16.7%,6,-,-,7.9%,6.2%,54.2%,64.8%,41.1%,54.0%,42.7%,48.5%,0.93,F (Luxembourg)
2003,33,18,15,54.5%,44-33,57.1%,384-348,52.5%,3-5,37.5%,6,-,-,2.1%,7.6%,53.2%,64.4%,46.4%,56.0%,43.9%,49.3%,1.00,W (Palermo)
2002,17,12,5,70.6%,25-14,64.1%,202-156,56.4%,3-3,50.0%,0,,,,,,,,,,,,W (Sopot)
Career,465,302,163,64.9%,657-396,62.4%,5334-4429,54.6%,61-46,57.0%,298,-,-,4.5%,7.4%,63.9%,65.1%,44.0%,57.5%,46.3%,51.9%,1.09,
