Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
14,Svetlana Kuznetsova [RUS],8,6,57.1%,2,0,2,0.0%,2000,2009,11,0.98,4.5%,6.0%,65.5%,62.9%,39.7%,54.9%,44.1%,58.1%,39.6%
12,Vera Zvonareva [RUS],6,6,50.0%,3,1,2,33.3%,2002,2011,9,1.03,2.7%,7.5%,61.6%,63.2%,43.2%,55.5%,46.0%,59.8%,53.7%
11,Daniela Hantuchova [SVK],7,4,63.6%,5,3,2,60.0%,2006,2011,11,1.07,5.1%,8.0%,64.6%,67.5%,43.6%,59.0%,43.7%,53.2%,43.5%
11,Elena Dementieva [RUS],5,6,45.5%,1,1,0,100.0%,2003,2010,9,0.95,1.8%,7.1%,64.0%,63.3%,36.2%,53.6%,44.2%,40.6%,39.0%
10,Kim Clijsters [BEL],2,8,20.0%,2,1,1,50.0%,2004,2011,4,0.97,1.3%,7.5%,64.2%,61.4%,33.3%,51.3%,47.4%,43.8%,44.1%
9,Katarina Srebotnik [SLO],8,1,88.9%,1,1,0,100.0%,2003,2008,4,1.36,14.7%,6.2%,64.7%,74.9%,50.5%,66.3%,45.9%,72.7%,47.2%
7,Maria Sharapova [RUS],3,4,42.9%,2,1,1,50.0%,2004,2011,5,0.91,2.4%,7.3%,62.0%,57.3%,42.9%,51.8%,43.8%,43.1%,50.0%
7,Francesca Schiavone [ITA],4,3,57.1%,1,0,1,0.0%,2003,2010,3,1.07,0.9%,5.3%,80.3%,59.6%,28.9%,53.5%,49.8%,44.8%,40.0%
7,Nadia Petrova [RUS],2,5,28.6%,0,0,0,-,2004,2010,6,0.95,6.2%,3.2%,67.9%,60.2%,50.0%,56.9%,40.8%,66.7%,51.3%
7,Jelena Jankovic [SRB],3,4,42.9%,2,1,1,50.0%,2004,2009,4,0.84,5.9%,6.3%,60.1%,61.3%,46.1%,55.2%,37.4%,56.0%,56.3%
7,Flavia Pennetta [ITA],7,0,100.0%,1,1,0,100.0%,2003,2009,6,1.29,6.4%,8.5%,60.0%,73.3%,40.7%,60.3%,51.3%,43.8%,59.6%
7,Amelie Mauresmo [FRA],3,4,42.9%,1,0,1,0.0%,2005,2009,5,0.85,3.8%,6.7%,61.3%,61.4%,38.9%,52.7%,40.3%,51.9%,46.2%
7,Serena Williams [USA],1,6,14.3%,1,1,0,100.0%,2002,2009,5,0.75,4.9%,10.4%,59.2%,57.4%,36.5%,48.9%,38.3%,37.5%,45.5%
6,Jill Craybas [USA],6,0,100.0%,2,2,0,100.0%,2005,2011,4,1.21,4.3%,8.9%,58.6%,71.9%,47.6%,61.8%,46.3%,57.7%,48.8%
6,Victoria Azarenka [BLR],4,2,66.7%,1,1,0,100.0%,2008,2011,6,1.03,6.0%,9.5%,63.7%,63.0%,36.6%,53.4%,48.1%,40.0%,51.9%
