Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Manon Leonard [FRA],3,1,75.0%,1,1,0,100.0%,2024,2025,1,1.15,12.5%,7.3%,51.0%,71.4%,48.9%,60.4%,45.7%,71.4%,71.4%
4,Martyna Kubka [POL],3,1,75.0%,2,2,0,100.0%,2023,2024,0,,,,,,,,,,
3,Lucrezia Stefanini [ITA],2,1,66.7%,0,0,0,-,2023,2025,2,1.20,5.8%,11.6%,52.1%,76.2%,34.5%,56.2%,52.3%,33.3%,50.0%
3,Viktoria Hruncakova [SVK],1,2,33.3%,1,1,0,100.0%,2021,2024,0,,,,,,,,,,
3,Caijsa Wilda Hennemann [SWE],2,1,66.7%,0,0,0,-,2022,2024,0,,,,,,,,,,
2,Celine Naef [SUI],1,1,50.0%,0,0,0,-,2025,2026,2,1.00,7.3%,5.6%,55.9%,64.6%,50.0%,58.2%,41.7%,62.5%,40.0%
2,Francisca Jorge [POR],0,2,0.0%,0,0,0,-,2026,2026,2,0.75,3.7%,8.1%,53.3%,62.5%,33.3%,48.9%,38.3%,64.3%,33.3%
2,Antonia Ruzic [CRO],0,2,0.0%,0,0,0,-,2025,2025,2,0.77,6.1%,7.0%,51.8%,55.9%,36.4%,46.5%,40.9%,45.0%,46.2%
2,Amarissa Kiara Toth [HUN],2,0,100.0%,0,0,0,-,2022,2025,1,1.56,1.8%,3.6%,50.9%,64.3%,70.4%,67.3%,50.9%,83.3%,66.7%
2,Darja Semenistaja [LAT],0,2,0.0%,2,0,2,0.0%,2025,2025,2,0.89,7.5%,6.1%,50.3%,60.8%,47.9%,54.4%,40.7%,52.9%,37.5%
2,Caroline Uebelhoer [GER],2,0,100.0%,0,0,0,-,2024,2025,1,1.86,12.2%,12.2%,51.2%,81.0%,55.0%,68.3%,58.9%,50.0%,46.2%
2,Sofia Costoulas [BEL],1,1,50.0%,1,0,1,0.0%,2025,2025,1,1.19,7.7%,14.1%,48.7%,73.7%,47.5%,60.3%,47.2%,75.0%,30.8%
2,Alina Korneeva [RUS],2,0,100.0%,2,1,1,50.0%,2025,2025,2,1.03,4.9%,9.8%,51.2%,68.8%,47.1%,58.2%,43.1%,75.0%,47.6%
2,Jessika Ponchet [FRA],1,1,50.0%,0,0,0,-,2023,2025,1,1.83,8.0%,8.0%,66.0%,81.8%,64.7%,76.0%,44.0%,100.0%,75.0%
2,Isabella Shinikova [BUL],2,0,100.0%,0,0,0,-,2023,2025,1,1.16,4.8%,8.4%,45.8%,73.7%,44.4%,57.8%,48.8%,69.2%,46.2%
