Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Ostrava R32,L vs Volynets,6,17,0.4,6.7%,19.1%,3,15,0.2,3.6%,18.1%,2.4%,1.2%,3.6,20.2%,5.6%
2026 Australian Open R64,L vs Svitolina,14,18,0.8,12.1%,15.5%,11,15,0.7,10.5%,14.3%,7.6%,2.9%,1.3,21.6%,17.2%
2025 US Open Q3,L vs Semenistaja,27,33,0.8,17.8%,21.7%,22,28,0.8,16.2%,20.6%,10.3%,5.9%,1.4,17.8%,12.5%
2025 Wimbledon Q1,L vs Jovic,44,26,1.7,20.7%,12.2%,32,19,1.7,16.7%,9.9%,13.0%,2.6%,1.5,22.1%,15.0%
2025 Roland Garros Q1,W vs Fruhvirtova,30,20,1.5,22.6%,15.0%,22,18,1.2,18.6%,15.3%,12.7%,5.9%,1.5,18.0%,12.0%
2024 W50 Palma del Rio F,W vs Kung,19,24,0.8,14.0%,17.6%,18,20,0.9,14.0%,15.5%,8.5%,5.4%,1.0,15.4%,15.4%
2024 W50 Palma del Rio QF,W vs Uebelhoer,20,12,1.7,17.7%,10.6%,16,9,1.8,15.7%,8.8%,8.8%,6.9%,1.1,25.7%,23.9%
2024 W50 Palma del Rio R16,W vs Sieg,30,20,1.5,24.0%,16.0%,28,17,1.6,24.1%,14.7%,18.1%,6.0%,1.6,20.8%,12.8%
2024 W50 Palma del Rio R32,W vs Kubka,16,5,3.2,14.7%,4.6%,12,3,4.0,12.4%,3.1%,8.2%,4.1%,1.0,21.1%,20.2%
2023 W40 Murska Sobota R32,L vs Sramkova,12,19,0.6,10.7%,17.0%,10,16,0.6,9.6%,15.4%,5.8%,3.8%,2.2,23.2%,10.7%
Career (10 matches),,218,194,1.1,16.8%,14.9%,174,160,1.1,14.7%,13.5%,10.1%,4.5%,1.4,20.5%,14.6%
