Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Australian Open Q1,L vs Chwalinska,89.6%,60.5%,0.0%,0/0,2.51,20.8%,93.5%,58.6%,0.0%,2.46,32.3%,87.5%,64.3%,0.0%,2.58,0.0%
2016 Bucharest R16,L vs Halep,70.5%,44.2%,8.2%,1/4,2.44,4.4%,81.1%,36.7%,2.7%,2.21,7.4%,65.0%,61.5%,20.0%,2.79,0.0%
Career (2 matches),,78.9%,52.3%,4.6%,20.0%,2.47,12.9%,86.8%,47.5%,1.5%,2.34,20.7%,75.0%,63.0%,11.1%,2.69,0.0%
