Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Brescia R32,L vs Paolini,0.95,0.74,48.0,4.7,-,55.6%,-,38.2%,42.5%,39.5%
2019 Rabat R16,L vs Sakkari,0.85,0.73,50.4,2.4,0.0%,46.7%,3.4%,75.9%,35.1%,32.4%
2019 Rabat R32,W vs Maria,1.20,1.72,40.3,2.5,0.0%,63.3%,7.1%,71.4%,46.2%,47.8%
2019 W60 Istanbul R16,L vs Cepelova,0.88,0.80,59.7,4.1,0.0%,53.8%,0.0%,58.3%,43.2%,36.6%
2019 W25 Bolton QF,L vs Burrage,0.81,0.41,32.1,2.3,10.5%,36.8%,5.9%,35.3%,41.7%,22.7%
2019 W25 Bolton R16,W vs Marcinkevica,1.17,1.18,77.9,15.8,0.0%,57.4%,0.0%,60.4%,36.7%,46.4%
2019 W25 Bolton R32,W vs Yashina,1.10,1.79,45.0,2.2,11.1%,77.8%,8.0%,64.0%,48.1%,45.5%
2019 W60 Croissy Beaubourg R32,L vs Garcia Perez,0.90,0.69,53.5,3.2,0.0%,60.0%,3.7%,55.6%,33.3%,30.8%
2019 W25 Altenkirchen R16,L vs Ma,0.90,0.81,73.0,2.2,5.8%,50.0%,8.2%,67.3%,37.8%,37.2%
2019 W25 Altenkirchen R32,W vs Coppola,0.95,1.59,53.2,3.3,7.4%,66.7%,9.1%,77.3%,40.0%,55.9%
2019 W25 Trnava F,W vs Allertova,1.01,1.76,44.6,2.4,12.5%,62.5%,8.3%,79.2%,43.3%,58.6%
2019 W25 Trnava SF,W vs Cadantu Ignatik,1.05,1.17,72.8,6.0,10.4%,54.2%,0.0%,59.1%,48.0%,48.9%
2019 W25 Trnava QF,W vs Zavatska,1.10,1.33,52.9,2.4,-,55.6%,-,67.4%,53.2%,39.5%
2019 W25 Trnava R16,W vs Zarytska,1.21,1.14,71.5,12.8,1.8%,60.7%,1.9%,48.1%,39.5%,46.3%
2019 W25 Trnava R32,W vs Andrianjafitrimo,1.11,1.22,66.4,6.3,0.0%,56.6%,2.0%,65.3%,43.4%,43.1%
2019 Fed Cup RR,W vs Gorlats,1.02,1.36,62.4,3.2,8.6%,65.7%,5.7%,54.3%,51.4%,56.3%
2019 W60 Andrezieux Boutheon SF,L vs Albie,0.95,0.84,61.4,3.3,2.0%,48.0%,4.3%,57.4%,38.9%,45.1%
2019 W60 Andrezieux Boutheon QF,W vs Schoofs,1.09,1.36,51.5,2.7,2.9%,64.7%,3.1%,46.9%,45.5%,65.5%
2019 W60 Andrezieux Boutheon R16,W vs Korpatsch,1.10,1.33,58.2,2.7,0.0%,63.9%,3.2%,58.1%,37.1%,58.1%
2019 W60 Andrezieux Boutheon R32,W vs Zarytska,1.29,1.53,45.6,2.5,10.0%,56.7%,10.7%,60.7%,46.4%,52.0%
2019 (20 matches),,1.04,1.10,58.8,3.2,3.6%,57.5%,3.7%,59.9%,42.4%,45.3%
2017 (43 matches),,1.05,1.10,56.3,2.6,3.2%,54.1%,1.8%,53.7%,46.2%,50.6%
2016 (56 matches),,1.05,1.17,56.9,2.6,2.7%,56.0%,1.8%,57.6%,47.2%,49.5%
2015 (21 matches),,1.07,1.54,47.5,2.3,6.1%,61.1%,2.8%,61.5%,54.9%,56.8%
2014 (20 matches),,1.09,1.15,57.2,2.9,2.0%,53.9%,2.3%,53.8%,48.5%,49.0%
Career (185 matches),,1.05,1.14,56.4,2.7,3.0%,56.1%,2.0%,55.6%,46.9%,49.4%
