Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,0,0,0,-,2017,2020,Q2,2,0.94,0.9%,5.3%,61.1%,59.4%,36.4%,50.4%,46.4%,38.5%,64.3%
Roland Garros,4,Clay,5,1,4,20.0%,0,0,0,-,2017,2022,Q2,4,0.90,2.4%,5.5%,64.3%,52.4%,32.7%,45.4%,49.4%,49.0%,55.6%
Wimbledon,5,Grass,8,3,5,37.5%,1,1,0,100.0%,2016,2022,Q2,6,0.96,4.0%,4.6%,60.6%,65.5%,43.6%,56.8%,41.5%,57.7%,29.4%
US Open,4,Hard,7,3,4,42.9%,2,1,1,50.0%,2016,2022,Q3,5,0.89,3.0%,6.0%,61.1%,58.1%,44.4%,52.8%,42.2%,57.4%,59.5%
Fed Cup,7,,16,7,9,43.8%,4,3,1,75.0%,2012,2020,,10,0.97,4.2%,6.7%,56.4%,61.2%,43.4%,53.4%,45.4%,53.0%,53.0%
s Hertogenbosch,2,Grass,2,0,2,0.0%,1,0,1,0.0%,2022,2024,Q1,2,0.70,5.3%,8.8%,62.3%,64.8%,25.6%,50.0%,34.9%,40.0%,50.0%
Luxembourg,3,Hard,5,2,3,40.0%,4,1,3,25.0%,2016,2021,Q2,5,0.99,4.1%,8.2%,57.3%,58.7%,46.7%,53.6%,45.8%,41.7%,58.7%
Prague,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2017,2021,R32,6,0.94,3.8%,7.8%,60.6%,58.1%,45.9%,53.3%,43.8%,52.8%,42.3%
Linz,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2016,2020,Q1,2,0.84,5.6%,8.5%,57.6%,65.7%,36.0%,53.1%,39.2%,52.4%,61.5%
Limoges,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2016,2019,R32,3,0.82,5.9%,8.7%,48.6%,61.0%,41.5%,51.0%,40.4%,58.3%,53.3%
Bucharest,3,Clay,10,6,4,60.0%,1,0,1,0.0%,2016,2019,R16,10,0.94,2.4%,6.4%,58.5%,60.6%,39.3%,51.8%,45.3%,51.8%,50.5%
