Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2003,2006,R64,3,0.94,12.1%,4.4%,67.8%,71.1%,54.4%,65.7%,32.4%,70.3%,29.6%
Roland Garros,2,Clay,2,0,2,0.0%,3,1,2,33.3%,2003,2006,R128,1,0.76,6.7%,2.6%,74.6%,72.9%,44.9%,65.8%,25.9%,66.7%,20.0%
Wimbledon,4,Grass,11,7,4,63.6%,7,6,1,85.7%,2003,2006,R32,5,0.86,12.4%,3.3%,71.6%,70.9%,50.0%,65.0%,30.2%,70.7%,22.2%
US Open,4,Hard,13,9,4,69.2%,11,4,7,36.4%,2003,2006,R32,6,0.94,13.2%,4.5%,67.7%,73.7%,53.8%,67.3%,30.9%,63.4%,34.8%
Davis Cup,5,,16,11,5,68.8%,18,11,7,61.1%,2002,2006,,0,,,,,,,,,,
Tokyo,4,Hard,11,8,3,72.7%,10,7,3,70.0%,2003,2007,W,11,0.99,14.5%,2.6%,70.5%,74.1%,50.4%,67.1%,32.5%,64.7%,32.1%
Washington,4,Hard,10,6,4,60.0%,12,5,7,41.7%,2003,2007,QF,10,1.02,14.2%,3.5%,69.4%,78.2%,52.9%,70.5%,30.0%,76.5%,25.6%
Newport,3,Grass,9,6,3,66.7%,4,1,3,25.0%,2004,2007,SF,9,1.17,15.1%,5.2%,70.4%,73.6%,57.1%,68.7%,36.7%,64.5%,38.2%
Indianapolis,3,Hard,6,3,3,50.0%,6,3,3,50.0%,2003,2005,R16,6,1.05,15.4%,4.5%,65.0%,75.1%,54.7%,68.0%,33.7%,70.0%,27.3%
Indian Wells Masters,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2004,2007,R64,4,0.82,10.1%,3.4%,69.6%,72.7%,52.8%,66.7%,27.3%,57.9%,40.0%
Cincinnati Masters,3,Hard,4,1,3,25.0%,5,1,4,20.0%,2003,2005,R32,4,0.98,14.6%,3.9%,71.6%,75.0%,52.6%,68.7%,30.6%,54.5%,33.3%
