Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Kenneth Carlsen [DEN],3,2,60.0%,6,4,2,66.7%,2002,2006,2,0.79,11.8%,2.1%,75.5%,71.5%,48.3%,65.8%,26.9%,75.0%,25.0%
4,Rik De Voest [RSA],2,2,50.0%,1,0,1,0.0%,2000,2007,0,,,,,,,,,,
4,Rohan Bopanna [IND],4,0,100.0%,2,1,1,50.0%,2006,2007,1,0.95,19.2%,4.0%,65.7%,76.9%,52.9%,68.7%,29.6%,77.8%,28.6%
4,Thierry Ascione [FRA],3,1,75.0%,5,3,2,60.0%,2000,2007,0,,,,,,,,,,
4,Sebastien Grosjean [FRA],2,2,50.0%,2,1,1,50.0%,2003,2007,3,1.00,10.3%,3.3%,72.4%,72.4%,57.1%,68.2%,31.9%,76.2%,26.7%
4,James Auckland [GBR],2,2,50.0%,4,1,3,25.0%,2002,2006,1,0.99,19.2%,3.8%,65.4%,82.4%,48.1%,70.5%,29.3%,100.0%,0
4,Jimmy Wang [TPE],3,1,75.0%,2,0,2,0.0%,2002,2005,2,1.77,18.1%,1.1%,80.9%,81.6%,44.4%,74.5%,45.3%,33.3%,58.3%
4,Mark Hilton [GBR],4,0,100.0%,1,1,0,100.0%,2000,2004,0,,,,,,,,,,
4,Stefano Pescosolido [ITA],4,0,100.0%,3,3,0,100.0%,2003,2003,0,,,,,,,,,,
4,Fredrik Loven [SWE],2,2,50.0%,0,0,0,-,2001,2002,0,,,,,,,,,,
3,Peter Luczak [AUS],2,1,66.7%,1,1,0,100.0%,2000,2008,0,,,,,,,,,,
3,Christophe Rochus [BEL],0,3,0.0%,1,0,1,0.0%,2006,2007,1,1.08,14.0%,11.6%,66.3%,78.9%,31.0%,62.8%,40.2%,69.2%,66.7%
3,Aisam Ul Haq Qureshi [PAK],3,0,100.0%,4,3,1,75.0%,2001,2007,0,,,,,,,,,,
3,Rainer Schuettler [GER],0,3,0.0%,1,0,1,0.0%,2005,2007,1,0.85,8.6%,2.9%,68.6%,75.0%,50.0%,67.1%,27.9%,0.0%,100.0%
3,Fabrice Santoro [FRA],0,3,0.0%,2,0,2,0.0%,2006,2007,3,0.65,12.0%,3.8%,65.2%,68.3%,53.1%,63.0%,24.0%,53.8%,14.3%
