Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-06-23),1143,11,,,,,,,,,,,,
2024,530,90,397,1322,372,1310,368,1280,,,438,152
2023,234,322,296,1380,275,1365,308,1319,218,1349,,
2022,232,277,224,1479,219,1436,262,1347,150,1453,,
2021,158,450,166,1550,175,1502,215,1390,127,1498,,
2020,176,405,161,1460,161,1429,158,1355,,,107,834
2019,167,361,212,1499,206,1472,237,1371,188,1398,117,652
2018,195,301,193,1511,175,1498,196,1398,188,1346,98,835
2017,152,378,181,1496,173,1471,178,1400,189,1337,79,900
2016,183,300,211,1418,212,1388,185,1403,196,1326,117,610
2015,202,254,,,,,,,,,170,387
2014,222,224,,,,,,,,,185,321
2013,260,221,226,1469,223,1435,217,1406,,,347,175
2012,311,151,,,,,,,,,436,104
2011,421,92,,,,,,,,,507,89
2010,553,52,,,,,,,,,565,61
2009,1004,7,,,,,,,,,,
2008,1048,4,,,,,,,,,,
