Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,13,6,7,46.2%,5,2,3,40.0%,2016,2024,Q3,10,1.04,2.7%,4.2%,63.4%,64.5%,49.3%,59.0%,42.8%,50.8%,46.8%
Roland Garros,7,Clay,9,2,7,22.2%,3,2,1,66.7%,2016,2023,Q2,7,0.86,2.1%,4.7%,68.4%,56.2%,41.1%,51.4%,41.8%,56.8%,32.5%
Wimbledon,8,Grass,19,10,9,52.6%,6,1,5,16.7%,2015,2023,R64,15,1.04,2.0%,4.9%,66.2%,66.8%,45.5%,59.6%,42.1%,54.7%,46.3%
US Open,7,Hard,14,7,7,50.0%,1,0,1,0.0%,2014,2022,R128,9,0.98,2.8%,8.1%,59.0%,58.4%,42.6%,51.9%,47.0%,51.2%,45.8%
Fed Cup,1,,2,1,1,50.0%,1,1,0,100.0%,2018,2018,,2,0.96,1.5%,5.4%,60.8%,65.8%,51.0%,60.0%,38.2%,53.3%,45.5%
s Hertogenbosch,3,Grass,3,0,3,0.0%,0,0,0,-,2014,2023,R32,3,0.80,1.7%,6.1%,66.1%,54.6%,50.0%,53.0%,37.4%,48.1%,46.7%
Indian Wells,2,Hard,3,1,2,33.3%,0,0,0,-,2021,2022,Q2,3,0.91,0.0%,5.7%,65.8%,56.0%,30.8%,47.4%,47.8%,51.2%,51.7%
Lyon,2,Hard,5,2,3,40.0%,3,1,2,33.3%,2020,2022,R32,5,0.94,2.4%,7.7%,61.0%,64.0%,35.2%,52.8%,44.2%,47.9%,53.8%
St. Petersburg,3,Hard,5,2,3,40.0%,3,1,2,33.3%,2016,2021,Q2,5,0.96,4.7%,7.3%,62.1%,58.7%,43.8%,53.1%,45.1%,26.7%,38.3%
Linz,2,Hard,5,3,2,60.0%,2,2,0,100.0%,2017,2020,Q3,5,1.02,1.5%,3.2%,71.3%,62.6%,46.1%,57.9%,42.9%,70.4%,45.9%
Auckland,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2018,2020,Q1,2,0.86,2.7%,4.7%,65.1%,55.7%,55.8%,55.7%,38.3%,55.0%,33.3%
