Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 BJK Cup Finals RR,L vs Garcia,1.4%,100.0%,6.9%,77.8%,10.9%,20.0%,0.0%,10.3%,22.2%,0.0%,-,-2,38
2022 BJK Cup Finals RR,L vs Cornet,0.0%,-,5.1%,25.0%,6.8%,25.0%,33.3%,2.4%,16.7%,0.0%,-,-65,-59
2022 Wimbledon R64,L vs Swiatek,0.0%,-,5.0%,77.8%,11.6%,22.2%,0.0%,9.4%,20.0%,0.9%,50.0%,-15,25
2022 Wimbledon R128,W vs Kartal,0.0%,-,16.9%,65.4%,13.8%,24.1%,0.0%,17.6%,60.0%,0.8%,50.0%,138,98
2022 BJK Cup Qualifiers RR,L vs Sorribes Tormo,0.0%,-,23.3%,60.0%,12.1%,13.8%,0.0%,6.1%,35.3%,0.3%,0.0%,34,17
2021 Wimbledon R128,W vs Kuznetsova,0.0%,-,7.6%,87.5%,20.6%,40.9%,50.0%,10.9%,44.4%,0.7%,100.0%,100,92
2021 BJK Cup RR,L vs Wang,1.1%,100.0%,4.5%,100.0%,19.8%,28.1%,20.0%,6.5%,11.1%,0.5%,0.0%,72,78
2020 Australian Open Q1,L vs Guerrero Alvarez,0.0%,-,4.1%,80.0%,14.6%,27.3%,40.0%,10.8%,27.3%,0.5%,100.0%,27,43
2019 Guangzhou R32,L vs Petkovic,0.0%,-,2.2%,60.0%,19.4%,28.9%,0.0%,4.7%,11.8%,0.0%,-,82,91
2019 Wimbledon R128,L vs Jorovic,0.0%,-,1.9%,33.3%,14.3%,40.0%,0.0%,10.1%,26.7%,0.4%,0.0%,-12,-7
2019 Wimbledon Q3,L vs Lisicki,0.0%,-,3.0%,60.0%,8.2%,19.4%,0.0%,8.6%,20.0%,0.0%,-,-55,-17
2016 ITF Middelburg R32,L vs Stokke,0.0%,-,6.9%,83.3%,15.2%,16.0%,0.0%,8.6%,33.3%,1.2%,75.0%,11,11
Career (12 matches),,0.2%,100.0%,6.8%,69.4%,14.3%,24.0%,12.5%,8.4%,27.7%,0.5%,53.8%,28,36
