Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,23,6,17,26.1%,19-37,33.9%,232-295,44.0%,1-5,16.7%,0,,,,,,,,,,,,QF (2x)
2023,62,34,28,54.8%,78-73,51.7%,697-675,50.8%,7-6,53.8%,0,,,,,,,,,,,,F (3x)
2022,41,23,18,56.1%,50-42,54.3%,466-405,53.5%,5-5,50.0%,1,73.3%,20.0%,0.0%,4.9%,58.3%,68.3%,46.5%,59.2%,37.5%,49.2%,0.92,W (W25 Corroios-Seixal)
2021,24,13,11,54.2%,29-24,54.7%,262-235,52.7%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2020,13,4,9,30.8%,10-21,32.3%,128-163,44.0%,2-2,50.0%,1,26.7%,50.0%,1.7%,13.3%,51.7%,56.5%,27.6%,42.5%,52.0%,46.8%,0.91,R16 (4x)
2019,48,35,13,72.9%,74-33,69.2%,583-433,57.4%,8-6,57.1%,0,,,,,,,,,,,,W (3x)
2018,27,17,10,63.0%,38-22,63.3%,305-261,53.9%,6-3,66.7%,0,,,,,,,,,,,,W (Lisbon $25K)
2017,26,14,12,53.8%,31-27,53.4%,296-272,52.1%,3-3,50.0%,2,62.5%,44.0%,3.3%,7.3%,66.9%,64.4%,42.0%,57.0%,45.2%,51.0%,1.05,F (Shrewsbury $25K)
2016,51,30,21,58.8%,69-50,58.0%,579-532,52.1%,7-5,58.3%,0,,,,,,,,,,,,F (Irapuato $25K)
2015,50,30,20,60.0%,61-56,52.1%,552-548,50.2%,4-6,40.0%,0,,,,,,,,,,,,W (Equeurdreville $25K)
2014,54,32,22,59.3%,68-55,55.3%,602-572,51.3%,6-5,54.5%,0,,,,,,,,,,,,W (Aschaffenburg 25K)
2013,44,20,24,45.5%,49-54,47.6%,492-483,50.5%,4-6,40.0%,0,,,,,,,,,,,,SF (2x)
2012,39,22,17,56.4%,46-37,55.4%,396-375,51.4%,5-4,55.6%,0,,,,,,,,,,,,F (3x)
2011,48,28,20,58.3%,62-47,56.9%,533-433,55.2%,3-3,50.0%,0,,,,,,,,,,,,W (Albufeira 10K)
2010,45,27,18,60.0%,61-43,58.7%,520-464,52.8%,5-7,41.7%,0,,,,,,,,,,,,F (Middelburg 10K)
2009,6,3,3,50.0%,6-7,46.2%,54-65,45.4%,2-0,100.0%,0,,,,,,,,,,,,QF (Enschede 10K)
2008,5,2,3,40.0%,4-7,36.4%,44-54,44.9%,0-1,0.0%,0,,,,,,,,,,,,QF (Enschede 10K)
Career,606,340,266,56.1%,755-635,54.3%,6741-6265,51.8%,70-71,49.6%,4,55.6%,39.3%,1.9%,8.6%,59.6%,63.2%,37.7%,52.9%,45.2%,49.2%,0.96,
