Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 BJK Cup Finals RR,L vs Garcia,34.2%,38.4%,31.8%,35.3%,41.2%,30.3%,26.9%,12.0%,20.0%,38.9%,38.9%,36.4%,16.7%,16.7%,0.0%,115
2022 BJK Cup Finals RR,L vs Cornet,21.1%,21.1%,25.9%,19.2%,19.2%,28.6%,21.4%,16.7%,0.0%,33.3%,33.3%,16.7%,0.0%,0.0%,-,169
2022 Wimbledon R64,L vs Swiatek,22.6%,29.0%,48.4%,30.2%,39.7%,56.8%,40.7%,13.9%,25.0%,9.1%,9.1%,30.0%,25.0%,30.0%,-,-42
2022 Wimbledon R128,W vs Kartal,24.7%,35.8%,46.6%,23.5%,37.3%,48.7%,9.5%,23.3%,0.0%,29.6%,37.0%,42.1%,0.0%,33.3%,-,17
2022 BJK Cup Qualifiers RR,L vs Sorribes Tormo,7.0%,18.3%,45.9%,10.6%,21.3%,50.0%,54.2%,13.0%,14.3%,0.0%,15.8%,36.8%,0.0%,36.4%,66.7%,-119
2021 Wimbledon R128,W vs Kuznetsova,26.0%,40.0%,58.8%,30.0%,50.0%,66.7%,66.7%,13.3%,0.0%,23.5%,29.4%,46.2%,0.0%,30.0%,-,77
2021 BJK Cup RR,L vs Wang,26.8%,37.1%,50.0%,30.9%,44.1%,55.3%,45.2%,27.0%,50.0%,22.7%,27.3%,35.3%,0.0%,22.2%,40.0%,80
2020 Australian Open Q1,L vs Guerrero Alvarez,32.8%,42.6%,53.8%,41.7%,52.8%,71.4%,46.2%,26.1%,-,21.7%,30.4%,33.3%,27.3%,33.3%,0.0%,-7
2019 Guangzhou R32,L vs Petkovic,18.4%,22.8%,38.5%,23.4%,31.3%,36.7%,52.0%,25.6%,30.0%,17.1%,17.1%,41.4%,15.8%,62.5%,100.0%,19
2019 Wimbledon R128,L vs Jorovic,24.6%,36.2%,43.8%,31.1%,42.2%,51.6%,94.1%,14.3%,0.0%,15.0%,30.0%,29.4%,44.4%,27.3%,50.0%,6
2019 Wimbledon Q3,L vs Lisicki,25.5%,28.7%,43.3%,30.2%,33.3%,52.3%,48.0%,7.9%,10.0%,17.9%,21.4%,26.1%,5.6%,20.0%,0.0%,13
2016 ITF Middelburg R32,L vs Stokke,20.3%,33.8%,53.7%,19.6%,35.3%,53.7%,45.8%,55.6%,0.0%,27.8%,38.9%,53.8%,0.0%,44.4%,100.0%,131
Career (12 matches),,23.5%,31.7%,45.3%,27.2%,37.3%,49.7%,45.0%,21.0%,17.3%,20.5%,26.4%,36.1%,11.5%,32.3%,36.8%,73
