Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,24,10,70.6%,52-29,64.2%,437-362,54.7%,9-6,60.0%,27,88.5%,18.5%,13.1%,3.7%,65.8%,77.1%,53.5%,69.0%,33.5%,51.4%,1.08
Clay,13,5,8,38.5%,14-20,41.2%,156-164,48.8%,0-6,0.0%,9,69.9%,23.5%,4.1%,2.9%,67.9%,65.0%,47.3%,59.3%,38.3%,48.6%,0.94
Grand Slams,4,2,2,50.0%,7-7,50.0%,70-66,51.5%,0-2,0.0%,4,88.1%,16.4%,13.2%,3.6%,66.1%,77.3%,54.2%,69.5%,33.8%,51.1%,1.11
Masters,20,14,6,70.0%,30-17,63.8%,246-217,53.1%,5-1,83.3%,20,85.3%,20.1%,10.1%,3.5%,65.8%,74.4%,54.6%,67.6%,34.7%,51.4%,1.07
Other Tours,11,4,7,36.4%,8-15,34.8%,107-123,46.5%,1-5,16.7%,10,78.4%,16.8%,12.6%,3.9%,67.2%,72.2%,46.4%,63.7%,33.0%,48.3%,0.91
Best of 5,4,2,2,50.0%,7-7,50.0%,70-66,51.5%,0-2,0.0%,4,88.1%,16.4%,13.2%,3.6%,66.1%,77.3%,54.2%,69.5%,33.8%,51.1%,1.11
Best of 3,43,27,16,62.8%,59-42,58.4%,523-460,53.2%,9-10,47.4%,32,83.4%,20.3%,10.6%,3.5%,66.3%,73.6%,51.7%,66.3%,34.8%,50.6%,1.03
Finals,1,1,0,100.0%,2-1,66.7%,16-12,57.1%,0-0,-,1,92.9%,21.4%,11.1%,1.4%,68.1%,77.6%,73.9%,76.4%,36.0%,54.0%,1.52
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,90.0%,33.3%,10.5%,7.0%,63.2%,77.8%,57.1%,70.2%,44.3%,56.8%,1.48
Quarter-finals,4,1,3,25.0%,3-7,30.0%,38-55,40.9%,1-1,50.0%,4,71.1%,10.9%,11.1%,2.5%,68.2%,64.7%,49.5%,59.9%,29.4%,46.0%,0.73
vs Righties,41,24,17,58.5%,55-45,55.0%,508-469,52.0%,8-11,42.1%,32,82.8%,19.8%,10.8%,3.7%,66.1%,73.1%,52.9%,66.2%,34.9%,50.5%,1.03
vs Lefties,3,2,1,66.7%,5-3,62.5%,45-41,52.3%,1-1,50.0%,3,95.2%,9.5%,13.5%,2.3%,67.7%,83.0%,46.4%,71.2%,27.4%,50.3%,0.95
vs Top 10,6,2,4,33.3%,5-9,35.7%,68-81,45.6%,2-2,50.0%,5,75.4%,13.3%,9.2%,5.5%,64.4%,70.9%,47.4%,62.5%,31.6%,47.3%,0.84
