Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R32,L vs Ruud,37.8%,52.4%,53.3%,44.0%,51.9%,69.2%,56.0%,61.7%,41.7%,46.4%,40.0%,16.7%,29.2%,50.0%,29
2025 Paris QF,L vs Auger Aliassime,26.2%,32.8%,34.9%,30.5%,27.8%,38.9%,34.6%,35.0%,29.4%,57.9%,100.0%,26.1%,26.1%,35.3%,42
2025 Paris R16,W vs Norrie,36.4%,45.5%,53.1%,44.2%,47.1%,58.8%,74.1%,58.8%,40.0%,42.3%,75.0%,15.4%,19.2%,27.3%,-79
2025 Paris R32,W vs Rinderknech,25.9%,39.8%,61.1%,31.9%,26.8%,41.1%,65.9%,38.2%,33.3%,51.7%,75.0%,29.5%,45.5%,54.8%,154
2025 Basel R32,L vs Fritz,25.2%,36.9%,53.9%,31.0%,36.2%,47.8%,61.4%,45.5%,65.7%,55.9%,83.3%,8.6%,22.9%,43.8%,-39
2025 Shanghai F,W vs Rinderknech,40.3%,47.2%,61.9%,44.0%,44.9%,51.0%,59.3%,50.4%,17.4%,19.2%,-,31.8%,40.9%,66.7%,-13
2025 Shanghai SF,W vs Djokovic,36.8%,40.4%,59.4%,40.9%,51.4%,54.1%,55.6%,57.6%,76.5%,60.0%,0.0%,12.5%,18.8%,64.3%,-8
2025 Shanghai QF,W vs Rune,26.4%,33.1%,46.6%,31.7%,30.1%,39.8%,50.0%,37.8%,48.9%,65.8%,80.0%,18.9%,18.9%,40.0%,-39
2024 Roland Garros R128,L vs Davidovich Fokina,30.5%,41.0%,49.3%,38.1%,31.0%,45.1%,49.0%,42.3%,41.7%,45.7%,25.0%,33.3%,36.7%,50.0%,99
2024 San Luis Potosi CH R32,L vs Tomic,31.6%,41.1%,41.4%,38.4%,34.8%,44.9%,42.2%,44.2%,23.5%,22.9%,11.1%,31.6%,42.1%,38.5%,136
2023 Monte Carlo R64,L vs Nardi,25.9%,37.6%,41.9%,33.4%,27.0%,39.7%,45.7%,37.1%,46.4%,62.9%,55.6%,23.8%,33.3%,31.3%,-10
Career (11 matches),,30.5%,40.3%,50.3%,36.5%,36.2%,47.5%,53.2%,45.4%,42.4%,48.3%,53.1%,22.6%,30.6%,45.2%,100
