Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Rabat R32,L vs Bondar,71.9%,40.6%,2.2%,1/1,2.36,4.1%,73.6%,25.6%,3.8%,2.21,6.3%,78.1%,64.0%,0.0%,2.66,0.0%
Career (1 matches),,71.9%,40.6%,2.2%,50.0%,2.36,4.1%,73.6%,25.6%,3.8%,2.21,6.3%,78.1%,64.0%,0.0%,2.66,0.0%
