Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,6,4,2,66.7%,9-7,56.3%,75-80,48.4%,1-0,100.0%,0,,,,,,,,,,,,F (W15 Monastir)
2022,20,8,12,40.0%,21-24,46.7%,213-218,49.4%,3-2,60.0%,1,33.3%,25.0%,7.8%,7.8%,50.0%,62.5%,31.3%,46.9%,39.2%,43.5%,0.74,F (W25 Macon)
2021,33,18,15,54.5%,41-31,56.9%,361-305,54.2%,3-3,50.0%,0,,,,,,,,,,,,SF (3x)
2020,6,1,5,16.7%,3-10,23.1%,45-68,39.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (W15 Manacor)
2019,38,19,19,50.0%,48-44,52.2%,437-419,51.1%,8-2,80.0%,0,,,,,,,,,,,,F (W15 Sharm El Sheikh)
2018,28,10,18,35.7%,26-39,40.0%,286-321,47.1%,2-5,28.6%,0,,,,,,,,,,,,QF (3x)
2017,39,24,15,61.5%,51-33,60.7%,420-349,54.6%,7-1,87.5%,0,,,,,,,,,,,,W (2x)
2016,46,25,21,54.3%,57-47,54.8%,504-452,52.7%,4-5,44.4%,0,,,,,,,,,,,,F (4x)
2015,58,37,21,63.8%,76-58,56.7%,652-576,53.1%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2014,28,14,14,50.0%,32-30,51.6%,290-258,52.9%,1-3,25.0%,0,,,,,,,,,,,,F (Santa Margherita Di Pula 10K)
2013,11,5,6,45.5%,12-14,46.2%,118-113,51.1%,1-2,33.3%,0,,,,,,,,,,,,QF (Duino Aurisina 10K)
2012,2,0,2,0.0%,0-4,0.0%,3-24,11.1%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2011,3,1,2,33.3%,2-4,33.3%,18-24,42.9%,0-0,-,0,,,,,,,,,,,,R16 (Athens Petroupoli 10K)
Career,318,166,152,52.2%,378-345,52.3%,3422-3207,51.6%,35-30,53.8%,1,33.3%,25.0%,7.8%,7.8%,50.0%,62.5%,31.3%,46.9%,39.2%,43.5%,0.74,
