Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2024-02-05),1128,11,,,,,,,,,,,,
2023,1128,11,,,,,,,,,,,,
2022,457,94,256,1432,269,1369,250,1379,169,1425,,,,
2021,297,229,244,1429,240,1383,224,1381,,,,,,
2020,358,136,,,,,,,,,673,64,,
2019,363,129,,,,,,,,,767,42,,
2018,438,66,,,,,,,,,674,29,,
2017,282,180,,,,,,,,,343,168,,
2016,359,105,,,,,,,,,359,144,,
2015,356,107,,,,,,,,,662,48,,
2014,786,17,,,,,,,,,754,28,,
2013,1118,7,,,,,,,,,,,,
