Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Santa Margherita Di Pula Q2,W vs Djoubri,70% (7/10),71% (5/7),4/6,73% (8/11),13% (1/8),1/5,0/0,2/3,0/0,0/1
2019 W25 Santa Margherita Di Pula R16,L vs Kan,20% (2/10),50% (1/2),1/2,60% (6/10),33% (2/6),1/1,0/0,1/3,0/0,0/1
2019 W25 Santa Margherita Di Pula R32,L vs Bandecchi,36% (4/11),75% (3/4),1/3,36% (4/11),0% (0/4),3/3,0/1,1/2,0/0,1/1
2019 W25 Campinas R16,L vs Grabher,44% (4/9),25% (1/4),1/2,60% (6/10),33% (2/6),1/1,0/0,0/2,0/0,0/1
2019 W25 Curitiba R32,L vs Alves,27% (4/15),75% (3/4),1/6,56% (9/16),22% (2/9),2/3,0/0,2/3,0/0,0/1
2019 W25 Glasgow R32,L vs Pattinama Kerkhove,22% (2/9),50% (1/2),1/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,1/1
2019 W25 Grenoble R32,L vs Pattinama Kerkhove,45% (5/11),100% (5/5),4/5,64% (7/11),0% (0/7),1/5,0/0,1/3,0/0,0/1
2019 W25 Singapore R32,L vs Liang,30% (3/10),67% (2/3),0/3,60% (6/10),33% (2/6),1/2,0/1,1/2,0/0,1/1
2018 Bol R32,L vs Kovinic,33% (3/9),67% (2/3),0/5,63% (5/8),0% (0/5),1/2,0/0,0/0,0/0,0/0
2017 Hammamet $15K QF,L vs Arcidiacono,67% (6/9),33% (2/6),0/5,67% (6/9),17% (1/6),1/2,0/0,0/0,0/0,0/0
2017 Hammamet $15K R16,W vs Bencheikh,83% (10/12),70% (7/10),4/7,58% (7/12),0% (0/7),3/5,0/1,0/0,0/1,0/0
2017 Graz $15K R16,L vs Pantuckova,42% (5/12),60% (3/5),1/5,55% (6/11),17% (1/6),2/2,0/0,2/2,0/0,1/1
2017 Graz $15K R32,W vs Jaruskova,60% (6/10),100% (6/6),3/4,64% (7/11),43% (3/7),2/5,1/1,0/0,1/1,0/0
2017 Tucepi $15K F,W vs Jurikova,73% (8/11),75% (6/8),2/5,50% (6/12),17% (1/6),4/6,2/2,0/0,1/1,0/0
2017 Tucepi $15K QF,W vs Pantuckova,75% (6/8),83% (5/6),0/2,33% (3/9),33% (1/3),4/4,1/1,0/0,1/1,0/0
2017 Tucepi $15K R16,W vs Marinkovic,71% (10/14),90% (9/10),4/7,64% (9/14),11% (1/9),3/8,1/2,0/1,0/1,0/0
2017 Tucepi $15K R32,W vs Pirok,89% (8/9),88% (7/8),3/5,60% (6/10),17% (1/6),3/7,2/3,0/0,1/2,0/0
2016 Bol $10K R16,W vs Karanusic,60% (6/10),83% (5/6),1/2,50% (5/10),60% (3/5),3/3,0/0,0/0,0/0,0/0
2016 Bol $10K QF,L vs Juvan,25% (2/8),50% (1/2),1/4,88% (7/8),29% (2/7),1/1,0/0,0/1,0/0,0/0
2019 (8 matches),,36.5%,67.7%,41.9%,58.0%,19.6%,52.4%,0.0%,47.4%,-,37.5%
2018 (1 matches),,33.3%,66.7%,0.0%,62.5%,0.0%,50.0%,-,-,-,-
2017 (8 matches),,69.4%,76.3%,42.5%,56.8%,18.0%,56.4%,70.0%,66.7%,57.1%,100.0%
2016 (2 matches),,44.4%,75.0%,33.3%,66.7%,41.7%,100.0%,-,0.0%,-,-
Career (19 matches),,51.3%,73.3%,39.0%,58.4%,20.3%,57.6%,58.3%,47.8%,57.1%,44.4%
