Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Santa Margherita Di Pula Q2,W vs Djoubri,0.93,0.82,61.2,2.9,0.0%,45.0%,0.0%,43.2%,48.8%,50.0%
2019 W25 Santa Margherita Di Pula R16,L vs Kan,0.92,0.73,56.1,2.2,0.0%,46.9%,0.0%,63.3%,28.6%,43.8%
2019 W25 Santa Margherita Di Pula R32,L vs Bandecchi,0.91,0.84,70.3,3.0,0.0%,52.6%,0.0%,59.5%,36.0%,45.5%
2019 W25 Campinas R16,L vs Grabher,0.95,0.77,63.6,2.4,0.0%,54.8%,0.0%,52.5%,41.7%,33.3%
2019 W25 Curitiba R32,L vs Alves,1.03,0.85,69.3,16.5,0.0%,50.0%,1.8%,57.1%,38.2%,38.5%
2019 W25 Glasgow R32,L vs Pattinama Kerkhove,0.96,0.67,49.7,2.6,2.9%,44.1%,0.0%,60.6%,25.8%,41.4%
2019 W25 Grenoble R32,L vs Pattinama Kerkhove,0.93,0.81,56.7,2.2,0.0%,47.2%,0.0%,36.4%,40.6%,60.0%
2019 W25 Singapore R32,L vs Liang,1.07,0.73,61.7,2.0,2.7%,51.4%,0.0%,51.4%,33.3%,33.3%
2018 Bol R32,L vs Kovinic,0.98,0.61,41.9,2.9,0.0%,40.0%,0.0%,41.7%,35.7%,39.1%
2017 Hammamet $15K QF,L vs Arcidiacono,0.91,0.71,48.2,3.5,0.0%,38.7%,0.0%,55.6%,45.7%,38.2%
2017 Hammamet $15K R16,W vs Bencheikh,1.11,1.10,69.8,4.0,0.0%,42.9%,0.0%,48.6%,42.9%,64.6%
2017 Graz $15K R16,L vs Pantuckova,0.85,0.75,47.2,2.4,0.0%,52.8%,0.0%,50.0%,48.8%,36.6%
2017 Graz $15K R32,W vs Jaruskova,1.16,1.34,59.1,3.4,0.0%,53.8%,0.0%,57.9%,45.5%,56.3%
2017 Tucepi $15K F,W vs Jurikova,1.22,1.27,53.5,2.6,0.0%,46.8%,0.0%,58.1%,45.2%,55.0%
2017 Tucepi $15K QF,W vs Pantuckova,1.06,1.47,52.7,2.7,0.0%,64.3%,0.0%,56.0%,57.1%,52.0%
2017 Tucepi $15K R16,W vs Marinkovic,1.13,1.09,62.2,4.3,0.0%,42.2%,0.0%,48.8%,44.6%,61.5%
2017 Tucepi $15K R32,W vs Pirok,1.07,1.22,55.5,2.7,3.0%,48.5%,6.1%,51.5%,62.5%,51.3%
2016 Bol $10K R16,W vs Karanusic,1.02,1.30,56.9,3.3,0.0%,54.8%,2.5%,67.5%,60.5%,37.8%
2016 Bol $10K QF,L vs Juvan,1.05,0.60,45.2,2.3,0.0%,53.7%,0.0%,41.5%,33.3%,26.1%
2019 (8 matches),,0.97,0.79,62.1,2.7,0.6%,49.2%,0.3%,53.2%,37.1%,43.1%
2018 (1 matches),,0.98,0.61,41.9,2.9,0.0%,40.0%,0.0%,41.7%,35.7%,39.1%
2017 (8 matches),,1.06,1.09,56.6,3.1,0.3%,48.3%,0.7%,53.3%,48.5%,52.7%
2016 (2 matches),,1.03,0.95,51.6,2.7,0.0%,54.2%,1.2%,54.3%,50.0%,33.3%
Career (19 matches),,1.02,0.93,58.0,2.9,0.4%,49.1%,0.6%,52.9%,43.2%,46.5%
