Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,Q1,2,0.81,1.1%,2.7%,64.4%,62.8%,38.8%,54.3%,37.1%,50.0%,25.0%
Roland Garros,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,Q2,3,0.83,0.5%,3.5%,75.6%,56.6%,36.7%,51.7%,39.9%,43.5%,33.3%
Wimbledon,3,Grass,5,2,3,40.0%,0,0,0,-,2022,2025,Q3,5,0.78,0.9%,2.9%,69.9%,61.0%,35.6%,53.3%,36.5%,59.2%,50.0%
US Open,1,Hard,3,2,1,66.7%,0,0,0,-,2024,2024,Q3,3,0.99,0.4%,3.4%,64.4%,63.8%,46.4%,57.6%,41.9%,66.7%,50.0%
Fed Cup,2,,6,3,3,50.0%,0,0,0,-,2018,2020,,6,0.93,1.0%,2.3%,68.6%,54.0%,43.9%,50.9%,45.5%,52.8%,50.8%
Ljubljana 125,2,Clay,2,0,2,0.0%,0,0,0,-,2024,2025,R32,2,0.76,0.0%,2.4%,67.7%,51.2%,22.5%,41.9%,44.1%,38.1%,58.3%
Valencia 125,3,Clay,5,2,3,40.0%,1,1,0,100.0%,2023,2025,R32,5,0.97,0.6%,5.3%,68.8%,58.4%,45.0%,54.2%,44.3%,45.0%,43.5%
Makarska 125,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2024,2025,R16,3,0.99,0.0%,2.8%,76.1%,62.2%,38.2%,56.5%,43.0%,68.4%,26.8%
Canberra 125,1,Hard,4,2,2,50.0%,0,0,0,-,2024,2024,Q2,4,0.97,2.8%,2.8%,61.0%,58.2%,51.6%,55.7%,42.8%,56.8%,48.6%
Bol,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2019,R32,2,0.69,0.0%,5.3%,74.2%,50.0%,47.1%,49.2%,35.2%,52.6%,57.1%
