Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
12,Mary Pierce [FRA],4,8,33.3%,3,1,2,33.3%,1996,2005,2,0.74,4.2%,4.2%,63.5%,61.5%,34.3%,51.6%,35.8%,56.5%,29.4%
11,Magdalena Maleeva [BUL],4,7,36.4%,0,0,0,-,1994,2005,0,,,,,,,,,,
10,Ai Sugiyama [JPN],6,4,60.0%,3,3,0,100.0%,1996,2006,1,0.87,0.0%,6.3%,60.0%,56.3%,56.3%,56.3%,38.0%,16.7%,22.2%
10,Lindsay Davenport [USA],0,10,0.0%,1,0,1,0.0%,1997,2006,1,0.47,5.6%,9.3%,64.8%,40.0%,31.6%,37.0%,29.7%,66.7%,0.0%
10,Silvia Farina Elia [ITA],4,6,40.0%,1,1,0,100.0%,1994,2005,2,1.16,3.3%,2.9%,62.2%,60.0%,41.8%,53.1%,54.3%,53.6%,65.2%
10,Nathalie Tauziat [FRA],6,4,60.0%,3,2,1,66.7%,1993,2000,0,,,,,,,,,,
10,Dominique Monami [BEL],5,5,50.0%,1,0,1,0.0%,1993,2000,0,,,,,,,,,,
9,Patty Schnyder [SUI],4,5,44.4%,4,2,2,50.0%,1998,2005,1,1.05,1.3%,1.3%,58.2%,71.7%,54.5%,64.6%,37.4%,33.3%,20.0%
9,Venus Williams [USA],0,9,0.0%,1,0,1,0.0%,1997,2004,0,,,,,,,,,,
9,Arantxa Sanchez Vicario [ESP],4,5,44.4%,1,0,1,0.0%,1994,2002,0,,,,,,,,,,
9,Martina Hingis [SUI],0,9,0.0%,0,0,0,-,1996,2002,0,,,,,,,,,,
8,Elena Dementieva [RUS],3,5,37.5%,2,1,1,50.0%,2000,2007,3,0.98,0.7%,5.5%,63.1%,49.2%,40.2%,45.9%,53.2%,44.2%,61.3%
8,Lisa Raymond [USA],6,2,75.0%,3,2,1,66.7%,1995,2006,2,1.16,8.7%,4.0%,67.1%,69.0%,53.1%,63.8%,42.0%,60.0%,37.5%
8,Anastasia Myskina [RUS],3,5,37.5%,1,1,0,100.0%,2003,2006,2,0.89,0.6%,5.4%,67.3%,49.6%,41.8%,47.0%,47.2%,39.3%,46.4%
8,Amelie Mauresmo [FRA],1,7,12.5%,1,1,0,100.0%,1999,2005,2,0.77,0.9%,7.5%,53.3%,61.4%,36.0%,49.5%,38.7%,55.0%,22.2%
