Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,32,18,14,56.3%,7,5,2,71.4%,1994,2007,QF,8,1.05,2.9%,7.5%,62.5%,62.4%,43.7%,55.4%,46.8%,50.0%,47.8%
Roland Garros,13,Clay,30,17,13,56.7%,6,4,2,66.7%,1995,2007,SF,12,0.99,1.6%,4.8%,62.6%,59.0%,39.9%,51.8%,47.5%,50.3%,44.8%
Wimbledon,14,Grass,37,23,14,62.2%,8,6,2,75.0%,1994,2007,QF,11,1.10,5.0%,5.3%,66.7%,66.0%,46.1%,59.4%,44.8%,62.8%,61.4%
US Open,15,Hard,44,29,15,65.9%,14,9,5,64.3%,1993,2007,R16,8,1.04,2.6%,5.9%,60.4%,61.7%,44.4%,54.8%,46.9%,58.4%,47.2%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2000,2000,R64,0,,,,,,,,,,
Fed Cup,7,,23,12,11,52.2%,2,1,1,50.0%,1995,2003,,0,,,,,,,,,,
San Diego,14,Hard,27,13,14,48.1%,4,3,1,75.0%,1993,2006,QF,0,,,,,,,,,,
Eastbourne,13,Grass,35,22,13,62.9%,9,7,2,77.8%,1993,2007,SF,4,0.99,2.8%,2.6%,68.5%,61.8%,42.3%,55.7%,44.0%,58.1%,53.1%
Indian Wells,13,Hard,26,13,13,50.0%,8,4,4,50.0%,1994,2007,QF,3,1.05,4.5%,3.6%,72.9%,62.7%,50.0%,59.3%,42.6%,62.5%,42.9%
Tokyo,10,Carpet,24,12,12,50.0%,4,0,4,0.0%,1997,2007,QF,5,1.16,2.3%,5.6%,65.3%,60.6%,49.5%,56.8%,50.0%,45.7%,51.0%
Berlin,11,Clay,22,11,11,50.0%,4,3,1,75.0%,1994,2007,QF,3,0.84,1.3%,4.5%,63.4%,57.0%,47.6%,53.6%,38.8%,64.9%,44.4%
Moscow,10,Carpet,19,9,10,47.4%,1,0,1,0.0%,1989,2006,QF,5,1.05,2.9%,2.2%,64.6%,64.4%,50.7%,59.6%,42.6%,57.9%,39.2%
Rome,10,Clay,18,8,10,44.4%,1,1,0,100.0%,1997,2006,R16,1,1.15,1.4%,8.6%,61.4%,55.8%,33.3%,47.1%,60.9%,62.5%,42.9%
