Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2008,3,0,3,0.0%,1-6,14.3%,21-36,36.8%,0-0,-,3,-,-,1.7%,6.1%,59.4%,58.9%,42.5%,52.2%,39.5%,45.4%,0.83,R32 (Antwerp)
2007,30,13,17,43.3%,28-35,44.4%,294-303,49.2%,3-4,42.9%,23,-,-,2.4%,4.8%,65.5%,62.5%,43.7%,56.0%,42.7%,49.7%,0.97,QF (2x)
2006,36,16,20,44.4%,36-45,44.4%,371-390,48.8%,3-1,75.0%,27,-,-,2.7%,4.7%,65.2%,58.1%,46.5%,54.1%,46.3%,50.2%,1.01,QF (3x)
2005,52,30,22,57.7%,67-60,52.8%,598-594,50.2%,10-4,71.4%,18,-,-,2.8%,4.6%,62.1%,61.1%,43.3%,54.4%,47.1%,50.7%,1.03,SF (2x)
2004,49,25,24,51.0%,59-59,50.0%,511-553,48.0%,3-5,37.5%,5,-,-,2.3%,6.4%,63.9%,65.2%,43.2%,57.2%,46.8%,51.6%,1.09,W (Forest Hills)
2003,53,26,27,49.1%,57-59,49.1%,547-542,50.2%,4-5,44.4%,7,-,-,4.6%,6.4%,62.2%,66.1%,45.8%,58.4%,44.4%,51.6%,1.07,F (Doha)
2002,51,24,27,47.1%,57-60,48.7%,547-564,49.2%,8-6,57.1%,0,,,,,,,,,,,,QF (3x)
2001,50,25,25,50.0%,61-56,52.1%,557-533,51.1%,3-7,30.0%,0,,,,,,,,,,,,SF (Eastbourne)
2000,60,31,29,51.7%,71-69,50.7%,657-644,50.5%,8-4,66.7%,0,,,,,,,,,,,,F (Leipzig)
1999,69,37,32,53.6%,75-66,53.2%,653-606,51.9%,5-11,31.3%,0,,,,,,,,,,,,F (Strasbourg)
1998,64,35,29,54.7%,72-63,53.3%,618-576,51.8%,6-6,50.0%,0,,,,,,,,,,,,SF (2x)
1997,52,28,24,53.8%,59-48,55.1%,500-452,52.5%,6-6,50.0%,0,,,,,,,,,,,,W (Hope Island)
1996,57,33,24,57.9%,62-59,51.2%,529-527,50.1%,9-5,64.3%,0,,,,,,,,,,,,SF (3x)
1995,38,17,21,44.7%,35-41,46.1%,316-351,47.4%,4-5,44.4%,0,,,,,,,,,,,,F (Oklahoma)
1994,36,17,19,47.2%,39-42,48.1%,340-348,49.4%,2-0,100.0%,0,,,,,,,,,,,,QF (Moscow)
1993,19,11,8,57.9%,23-19,54.8%,188-169,52.7%,2-0,100.0%,0,,,,,,,,,,,,W (Montpellier)
Career,719,368,351,51.2%,802-787,50.5%,7247-7188,50.2%,76-69,52.4%,83,-,-,2.8%,5.0%,64.1%,61.2%,44.5%,55.2%,45.2%,50.2%,1.01,
