Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,361,179,182,49.6%,391-405,49.1%,3585-3634,49.7%,38-37,50.7%,33,-,-,2.2%,6.0%,62.8%,59.1%,44.0%,53.5%,44.5%,49.0%,0.96
Clay,165,86,79,52.1%,190-190,50.0%,1736-1764,49.6%,17-14,54.8%,18,-,-,1.5%,4.8%,62.6%,59.0%,40.5%,52.1%,45.9%,49.1%,0.96
Grass,81,47,34,58.0%,100-76,56.8%,855-771,52.6%,12-7,63.2%,22,-,-,4.8%,4.1%,66.8%,65.1%,46.7%,59.0%,45.2%,52.3%,1.10
Carpet,112,56,56,50.0%,121-116,51.1%,1071-1019,51.2%,9-11,45.0%,10,-,-,2.7%,3.6%,64.9%,62.8%,50.2%,58.4%,45.9%,52.0%,1.10
Grand Slams,140,84,56,60.0%,174-137,55.9%,1477-1384,51.6%,24-11,68.6%,39,-,-,3.0%,5.7%,63.3%,62.1%,43.1%,55.1%,46.6%,50.9%,1.04
Premiers,231,105,126,45.5%,251-290,46.4%,2444-2599,48.5%,23-25,47.9%,35,-,-,2.1%,4.2%,65.2%,59.5%,46.1%,54.8%,43.6%,49.3%,0.97
Internationals,52,26,26,50.0%,57-52,52.3%,519-494,51.2%,3-5,37.5%,9,-,-,4.3%,4.9%,62.9%,63.6%,45.3%,56.8%,45.4%,51.3%,1.05
Finals,8,3,5,37.5%,6-11,35.3%,61-85,41.8%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,19,8,11,42.1%,17-21,44.7%,161-178,47.5%,1-4,20.0%,1,-,-,3.9%,7.8%,52.9%,55.6%,20.8%,39.2%,21.6%,31.8%,0.36
Quarter-finals,53,19,34,35.8%,43-70,38.1%,463-550,45.7%,5-7,41.7%,6,-,-,2.2%,4.4%,62.8%,56.6%,39.7%,50.3%,43.3%,46.7%,0.87
vs Righties,611,301,310,49.3%,665-690,49.1%,6096-6205,49.6%,61-57,51.7%,75,-,-,2.8%,4.9%,64.1%,60.9%,44.2%,54.9%,45.5%,50.3%,1.01
vs Lefties,56,27,29,48.2%,59-66,47.2%,580-606,48.9%,9-11,45.0%,4,-,-,1.4%,6.8%,57.9%,64.5%,44.7%,56.2%,38.0%,47.1%,0.87
vs Top 10,113,16,97,14.2%,47-189,19.9%,769-1297,37.2%,3-14,17.6%,14,-,-,1.8%,5.1%,62.9%,55.6%,39.7%,49.7%,41.2%,45.6%,0.82
