Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,67,14,53,20.9%,40-110,26.7%,573-812,41.4%,9-7,56.3%,63,62.6%,21.2%,3.3%,2.8%,70.7%,60.2%,44.3%,55.5%,37.3%,46.5%,0.84
Clay,62,35,27,56.5%,82-61,57.3%,680-646,51.3%,11-6,64.7%,59,66.2%,36.6%,2.3%,2.0%,73.9%,60.2%,47.3%,56.8%,44.4%,50.6%,1.03
Grass,5,1,4,20.0%,4-9,30.8%,58-70,45.3%,0-2,0.0%,5,73.4%,17.5%,4.9%,2.4%,73.5%,65.8%,38.3%,58.5%,33.5%,47.1%,0.81
Grand Slams,22,4,18,18.2%,15-33,31.3%,199-257,43.6%,1-5,16.7%,21,65.3%,22.3%,2.0%,2.7%,71.1%,61.0%,44.3%,56.1%,36.1%,46.4%,0.82
Premiers,18,2,16,11.1%,6-32,15.8%,123-215,36.4%,2-0,100.0%,18,52.7%,19.2%,2.3%,1.8%,71.3%,56.1%,41.1%,51.8%,36.4%,44.4%,0.75
Internationals,53,24,29,45.3%,59-62,48.8%,545-567,49.0%,8-5,61.5%,53,67.3%,30.5%,3.1%,2.2%,73.1%,61.8%,45.8%,57.5%,41.8%,49.6%,0.98
Finals,4,2,2,50.0%,4-5,44.4%,34-45,43.0%,0-0,-,4,52.5%,33.3%,2.5%,3.3%,70.8%,57.6%,40.0%,52.5%,42.7%,47.4%,0.90
Semi-finals,5,4,1,80.0%,9-3,75.0%,63-46,57.8%,1-0,100.0%,5,75.0%,41.1%,2.0%,1.1%,72.4%,61.4%,55.7%,59.8%,45.3%,52.6%,1.13
Quarter-finals,7,5,2,71.4%,11-5,68.8%,80-67,54.4%,2-0,100.0%,7,70.8%,37.0%,3.0%,2.0%,77.2%,62.1%,54.3%,60.3%,44.9%,52.5%,1.13
vs Righties,118,40,78,33.9%,105-165,38.9%,1138-1365,45.5%,16-14,53.3%,114,63.7%,27.7%,2.9%,2.4%,72.4%,60.2%,44.5%,55.9%,40.3%,48.1%,0.91
vs Lefties,10,5,5,50.0%,11-11,50.0%,93-108,46.3%,3-0,100.0%,8,67.4%,30.7%,2.9%,2.5%,70.6%,59.5%,52.2%,57.4%,41.3%,49.7%,0.97
vs Top 10,10,2,8,20.0%,6-16,27.3%,77-121,38.9%,2-0,100.0%,10,53.1%,23.5%,1.6%,1.9%,77.1%,55.0%,43.8%,52.4%,36.6%,44.8%,0.77
