Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Cosenza R32,W vs Pieri,17.0%,26.4%,56.8%,25.0%,36.1%,63.0%,52.9%,73.7%,100.0%,0.0%,10.0%,40.0%,0.0%,80.0%,100.0%,-119
2025 Wimbledon R128,L vs Andreeva,17.9%,28.4%,38.9%,22.0%,36.0%,41.0%,66.7%,26.9%,50.0%,6.3%,6.3%,33.3%,50.0%,12.5%,0.0%,-51
2025 ITF Biarritz F,W vs Rakotomanga Rajaonah,13.8%,20.7%,49.0%,15.4%,23.1%,51.5%,66.7%,23.8%,66.7%,11.1%,16.7%,43.8%,30.0%,37.5%,-,-40
2025 Madrid R128,L vs Bouzas Maneiro,13.1%,23.0%,44.0%,15.6%,28.9%,52.6%,59.1%,65.2%,66.7%,7.7%,7.7%,16.7%,16.7%,57.1%,100.0%,-47
2025 Miami R64,L vs Anisimova,23.5%,25.5%,33.3%,26.3%,28.9%,32.1%,75.0%,50.0%,75.0%,20.0%,20.0%,37.5%,14.3%,33.3%,-,58
2024 Olympics R64,L vs Wozniacki,14.3%,26.4%,47.4%,16.9%,31.0%,50.8%,44.4%,57.1%,83.3%,5.6%,11.1%,35.3%,25.0%,30.0%,25.0%,-61
2024 Rabat F,L vs Stearns,11.9%,19.0%,41.7%,16.1%,25.8%,42.3%,26.7%,75.0%,100.0%,0.0%,0.0%,40.0%,0.0%,100.0%,-,-119
2024 Rabat R32,W vs El Aouni,13.5%,30.8%,65.9%,16.2%,32.4%,71.0%,64.7%,80.0%,100.0%,7.1%,28.6%,53.8%,0.0%,87.5%,-,-42
2023 Palermo SF,L vs Zheng,12.6%,20.7%,45.9%,7.4%,17.6%,47.6%,25.0%,77.8%,83.3%,35.3%,35.3%,36.4%,11.1%,100.0%,100.0%,23
2023 Palermo R16,W vs Lansere,26.8%,42.9%,51.2%,28.9%,46.7%,56.3%,26.1%,95.5%,100.0%,18.2%,27.3%,33.3%,0.0%,77.8%,100.0%,-104
2023 Roland Garros R64,L vs Potapova,15.0%,21.3%,44.8%,17.9%,23.2%,50.0%,42.9%,42.9%,0.0%,8.7%,17.4%,33.3%,27.3%,50.0%,60.0%,-54
2023 Roland Garros R128,W vs Brengle,14.9%,38.3%,68.4%,21.9%,37.5%,64.0%,57.1%,77.8%,0.0%,0.0%,46.2%,76.9%,28.6%,33.3%,-,-119
2023 Rabat R16,L vs Riera,14.5%,25.3%,45.1%,16.1%,29.0%,50.0%,53.3%,78.1%,80.0%,9.5%,14.3%,31.6%,0.0%,30.0%,0.0%,-104
2023 Madrid QF,L vs Sabalenka,22.6%,30.6%,37.0%,27.5%,37.3%,32.4%,9.1%,65.5%,33.3%,0.0%,0.0%,55.6%,0.0%,75.0%,100.0%,-119
2023 Lyon R16,L vs Noskova,25.5%,35.3%,35.1%,22.9%,31.4%,33.3%,15.0%,66.7%,25.0%,33.3%,46.7%,40.0%,33.3%,83.3%,100.0%,-28
2023 Australian Open R128,L vs Linette,12.5%,25.0%,44.7%,17.6%,32.4%,46.4%,45.0%,50.0%,100.0%,5.0%,15.0%,42.1%,25.0%,16.7%,0.0%,-66
2022 Parma F,W vs Sakkari,16.1%,25.8%,52.0%,20.4%,32.7%,59.0%,37.5%,64.0%,100.0%,0.0%,0.0%,27.3%,16.7%,100.0%,100.0%,-119
2021 US Open Q3,L vs Raducanu,14.3%,28.6%,40.4%,11.6%,27.9%,36.8%,20.0%,73.9%,83.3%,25.0%,33.3%,55.6%,12.5%,50.0%,0.0%,-11
2021 ITF San Bartolome de Tirajana F,L vs Rus,8.3%,16.7%,37.3%,13.5%,21.6%,37.5%,55.0%,11.8%,25.0%,0.0%,10.5%,36.8%,12.5%,27.3%,0.0%,-119
2021 Cluj Napoca F,L vs Petkovic,12.8%,31.9%,38.5%,13.8%,37.9%,44.0%,22.2%,81.8%,66.7%,12.5%,25.0%,28.6%,20.0%,36.4%,33.3%,9
Last 52 Weeks (4 matches),,15.5%,24.7%,46.3%,19.4%,31.2%,51.1%,61.7%,46.1%,65.0%,7.0%,10.5%,34.0%,27.6%,42.9%,33.3%,-46
Career (26 matches),,17.9%,27.9%,47.6%,19.7%,30.8%,49.7%,37.8%,62.0%,63.5%,14.2%,21.8%,41.4%,14.4%,55.4%,42.6%,-12
