Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,8,1,7,12.5%,1,0,1,0.0%,2020,2026,R64,8,0.80,2.5%,1.9%,68.1%,62.3%,48.2%,57.8%,33.7%,55.9%,31.7%
Roland Garros,6,Clay,13,7,6,53.8%,4,1,3,25.0%,2022,2025,R64,12,1.04,1.1%,1.9%,76.0%,61.5%,46.0%,57.8%,43.9%,58.5%,41.7%
Wimbledon,4,Grass,5,1,4,20.0%,1,0,1,0.0%,2021,2025,R128,5,0.87,4.2%,3.6%,71.1%,64.9%,38.1%,57.1%,37.2%,59.5%,52.4%
US Open,5,Hard,8,2,6,25.0%,1,0,1,0.0%,2021,2025,R128,8,0.84,3.4%,3.4%,67.4%,57.2%,46.9%,53.8%,38.8%,55.1%,54.3%
Olympics,2,,2,0,2,0.0%,1,0,1,0.0%,2021,2024,R64,1,0.94,3.3%,2.2%,78.0%,59.2%,35.0%,53.8%,43.3%,57.1%,41.7%
Fed Cup,3,,9,3,6,33.3%,3,2,1,66.7%,2011,2020,,4,0.89,5.0%,4.6%,65.6%,64.6%,39.4%,56.0%,39.1%,37.0%,28.1%
Cluj-Napoca,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2025,2026,R32,2,0.78,1.7%,2.5%,77.1%,59.3%,38.9%,54.7%,35.3%,69.4%,50.0%
Buenos Aires 125,2,Clay,9,8,1,88.9%,2,2,0,100.0%,2024,2025,W,9,1.17,3.8%,3.1%,71.3%,60.4%,49.5%,57.3%,49.9%,60.7%,57.3%
Colina 125,4,Clay,15,12,3,80.0%,4,3,1,75.0%,2022,2025,W,15,1.19,1.9%,3.0%,73.9%,63.9%,53.4%,61.1%,46.2%,65.7%,41.0%
Florianopolis 125,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,QF,4,1.07,1.0%,5.5%,67.7%,58.6%,40.0%,52.6%,50.8%,63.8%,52.1%
Hamburg,2,Clay,2,0,2,0.0%,0,0,0,-,2023,2025,R32,2,0.84,0.0%,1.9%,78.6%,45.6%,47.1%,45.9%,45.5%,62.5%,35.3%
Makarska 125,3,Clay,13,11,2,84.6%,2,2,0,100.0%,2023,2025,W,8,1.16,1.7%,1.7%,73.0%,61.2%,47.9%,57.6%,49.1%,58.7%,43.5%
