Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Wimbledon R128,L vs Andreeva,40% (4/10),100% (2/2),0/0,0/0,58% (7/12),2/4,0/1,- (0/0),- (0/0)
2025 W100 Biarritz F,W vs Rakotomanga Rajaonah,100% (7/7),75% (6/8),2/2,1/1,33% (2/6),0/0,0/0,- (0/0),- (0/0)
2025 Madrid R128,L vs Bouzas Maneiro,67% (4/6),- (0/0),0/0,0/0,69% (9/13),2/4,1/2,- (0/0),- (0/0)
2025 Miami R64,L vs Anisimova,67% (4/6),- (0/0),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2024 US Open R128,L vs Pliskova,40% (8/20),60% (6/10),1/1,0/0,67% (12/18),0/2,0/1,- (0/0),- (0/0)
2024 Paris Olympics R64,L vs Wozniacki,50% (7/14),42% (5/12),1/1,0/0,57% (8/14),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Galfi,60% (3/5),0% (0/2),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2024 Rabat F,L vs Stearns,50% (3/6),0% (0/4),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2024 Rabat R32,W vs El Aouni,67% (8/12),40% (4/10),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2023 US Open R128,L vs Zhu,55% (6/11),100% (2/2),0/0,0/0,44% (4/9),2/4,1/2,- (0/0),- (0/0)
2023 Palermo SF,L vs Zheng,50% (6/12),50% (4/8),1/1,0/0,57% (8/14),0/2,0/1,- (0/0),- (0/0)
2023 Palermo R16,W vs Lansere,57% (8/14),67% (4/6),2/3,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2023 Roland Garros R64,L vs Potapova,78% (7/9),21% (4/19),1/2,0/0,57% (8/14),4/6,1/2,- (0/0),- (0/0)
2023 Roland Garros R128,W vs Brengle,70% (7/10),63% (5/8),2/4,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2023 Rabat R16,L vs Riera,64% (7/11),17% (3/18),0/2,0/0,58% (7/12),4/6,4/5,- (0/0),- (0/0)
2023 Madrid QF,L vs Sabalenka,63% (5/8),44% (4/9),1/2,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2023 Lyon R16,L vs Noskova,63% (5/8),0% (0/3),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2023 Australian Open R128,L vs Linette,83% (5/6),50% (1/2),0/0,0/0,60% (6/10),1/3,1/2,- (0/0),- (0/0)
2022 Parma F,W vs Sakkari,78% (7/9),46% (6/13),2/3,1/2,56% (5/9),0/0,0/0,- (0/0),- (0/0)
2022 US Open R128,L vs Kostyuk,89% (8/9),40% (2/5),0/0,0/0,67% (6/9),0/2,0/1,50% (2/4),0% (0/5)
2025 (4 matches),,65.5%,80.0%,100.0%,100.0%,54.1%,45.5%,25.0%,-,-
2024 (5 matches),,50.9%,39.5%,80.0%,100.0%,56.5%,11.1%,0.0%,-,-
2023 (9 matches),,62.9%,36.0%,50.0%,50.0%,51.9%,44.0%,50.0%,-,-
2022 (2 matches),,83.3%,44.4%,66.7%,50.0%,61.1%,0.0%,0.0%,50.0%,0.0%
2021 (6 matches),,65.2%,38.2%,66.7%,100.0%,59.1%,27.3%,33.3%,40.0%,0.0%
Career (82 matches),,61.8%,49.0%,59.1%,59.5%,56.9%,47.0%,36.4%,70.2%,40.8%
