Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Wimbledon R128,L vs Andreeva,0.98,0.65,45.4,2.8,5.6%,50.0%,0.0%,48.4%,25.9%,43.5%
2025 W100 Biarritz F,W vs Rakotomanga Rajaonah,1.19,1.38,50.4,3.3,0.0%,54.8%,3.7%,55.6%,56.7%,46.4%
2025 Madrid R128,L vs Bouzas Maneiro,0.91,0.46,39.3,2.2,0.0%,51.6%,0.0%,46.7%,30.4%,20.0%
2025 Miami R64,L vs Anisimova,0.86,0.36,32.1,2.2,0.0%,40.7%,0.0%,54.2%,22.7%,21.1%
2024 US Open R128,L vs Pliskova,0.87,0.91,88.8,4.3,3.6%,51.8%,3.8%,54.7%,45.7%,52.4%
2024 Paris Olympics R64,L vs Wozniacki,0.89,0.83,60.5,36.3,2.2%,60.9%,4.4%,46.7%,31.3%,57.1%
2024 Wimbledon R128,L vs Galfi,0.91,0.47,36.0,2.2,0.0%,60.9%,0.0%,33.3%,29.2%,25.0%
2024 Rabat F,L vs Stearns,0.85,0.53,36.6,2.0,4.3%,60.9%,0.0%,31.6%,39.3%,25.9%
2024 Rabat R32,W vs El Aouni,1.07,1.87,39.8,2.0,0.0%,70.4%,0.0%,68.0%,65.4%,41.7%
2023 US Open R128,L vs Zhu,0.96,0.63,46.2,2.1,5.7%,54.3%,3.3%,50.0%,22.2%,41.7%
2023 Palermo SF,L vs Zheng,0.98,0.83,59.5,2.2,0.0%,55.8%,0.0%,47.7%,33.3%,48.9%
2023 Palermo R16,W vs Lansere,1.23,1.56,45.1,2.0,0.0%,53.6%,0.0%,75.0%,42.9%,48.0%
2023 Roland Garros R64,L vs Potapova,0.89,0.80,53.0,4.4,0.0%,46.5%,0.0%,59.5%,52.8%,32.0%
2023 Roland Garros R128,W vs Brengle,1.08,1.95,39.2,2.2,0.0%,62.5%,0.0%,78.3%,46.2%,62.5%
2023 Rabat R16,L vs Riera,0.96,0.85,71.6,3.6,0.0%,52.3%,0.0%,53.8%,40.7%,42.6%
2023 Madrid QF,L vs Sabalenka,0.82,0.72,47.2,6.3,6.1%,51.5%,6.9%,48.3%,45.7%,41.9%
2023 Lyon R16,L vs Noskova,0.91,0.61,40.4,2.1,3.8%,46.2%,8.0%,56.0%,33.3%,32.1%
2023 Australian Open R128,L vs Linette,1.22,0.52,45.8,3.0,3.4%,44.8%,7.4%,55.6%,22.2%,20.0%
2022 Parma F,W vs Sakkari,1.08,1.28,59.4,3.0,0.0%,61.8%,0.0%,53.6%,57.1%,42.4%
2022 US Open R128,L vs Kostyuk,0.91,0.67,59.0,2.1,0.0%,59.5%,0.0%,63.6%,32.4%,24.1%
2025 (4 matches),,1.00,0.70,42.4,2.6,1.6%,49.6%,0.9%,50.9%,35.3%,34.4%
2024 (5 matches),,0.91,0.84,58.8,2.9,2.3%,59.4%,2.5%,49.1%,41.3%,43.4%
2023 (9 matches),,0.99,0.86,52.0,2.7,2.0%,51.8%,2.5%,57.1%,39.2%,40.9%
2022 (2 matches),,0.99,0.98,59.2,2.5,0.0%,60.6%,0.0%,59.0%,44.9%,33.9%
2021 (6 matches),,1.00,0.88,53.1,2.8,2.4%,59.7%,3.7%,57.1%,36.6%,36.6%
Career (82 matches),,1.01,1.09,55.2,2.7,2.1%,59.5%,2.4%,59.6%,43.6%,44.3%
