Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Cosenza R32,W vs Pieri,2.0%,0.0%,9.7%,70.0%,17.3%,27.3%,0.0%,8.8%,75.0%,6.3%,70.0%,114,57
2025 Wimbledon R128,L vs Andreeva,16.9%,54.5%,20.5%,45.8%,6.3%,8.3%,0.0%,2.8%,0.0%,4.0%,12.5%,24,18
2025 ITF Biarritz F,W vs Rakotomanga Rajaonah,0.0%,-,10.3%,66.7%,7.4%,12.1%,6.7%,9.2%,22.2%,5.0%,23.1%,-28,-39
2025 Madrid R128,L vs Bouzas Maneiro,1.6%,100.0%,7.7%,62.5%,13.6%,17.4%,0.0%,7.7%,16.7%,3.0%,40.0%,0,-16
2025 Miami R64,L vs Anisimova,2.0%,100.0%,1.1%,100.0%,0.0%,0.0%,0.0%,6.5%,16.7%,0.9%,100.0%,-124,-69
2024 Olympics R64,L vs Wozniacki,0.0%,-,12.7%,82.6%,10.2%,16.7%,0.0%,6.6%,24.0%,4.7%,40.0%,31,11
2024 Rabat F,L vs Stearns,0.0%,-,5.2%,40.0%,10.3%,7.7%,20.0%,10.8%,35.7%,1.6%,33.3%,51,36
2024 Rabat R32,W vs El Aouni,0.0%,-,21.6%,77.3%,20.8%,21.2%,7.7%,17.4%,36.4%,6.3%,53.8%,98,57
2023 Palermo SF,L vs Zheng,0.0%,-,9.3%,52.9%,14.7%,0.0%,0.0%,12.1%,0.0%,3.3%,27.3%,-30,-49
2023 Palermo R16,W vs Lansere,5.4%,66.7%,11.9%,53.8%,25.7%,17.4%,40.0%,9.2%,22.2%,4.0%,37.5%,83,69
2023 Roland Garros R64,L vs Potapova,0.0%,-,6.6%,66.7%,9.5%,15.0%,0.0%,7.5%,25.0%,3.5%,28.6%,-64,-69
2023 Roland Garros R128,W vs Brengle,2.1%,100.0%,11.3%,63.6%,16.4%,27.3%,0.0%,9.0%,40.0%,2.5%,60.0%,-49,-47
2023 Rabat R16,L vs Riera,0.0%,-,14.7%,53.6%,8.0%,5.5%,0.0%,6.7%,0.0%,2.6%,16.7%,-51,-47
2023 Madrid QF,L vs Sabalenka,0.0%,-,5.3%,62.5%,10.9%,10.0%,20.0%,10.4%,28.6%,2.0%,25.0%,-31,-29
2023 Lyon R16,L vs Noskova,0.0%,-,8.3%,44.4%,25.8%,45.5%,0.0%,16.7%,25.0%,3.7%,0.0%,-25,-24
2023 Australian Open R128,L vs Linette,0.0%,-,13.0%,42.9%,8.6%,12.5%,0.0%,5.0%,6.7%,4.5%,44.4%,44,27
2022 Parma F,W vs Sakkari,0.0%,-,6.2%,87.5%,9.8%,13.3%,0.0%,2.0%,0.0%,3.5%,62.5%,-42,-45
2021 US Open Q3,L vs Raducanu,0.0%,-,6.8%,85.7%,20.8%,30.4%,0.0%,6.4%,16.7%,1.2%,0.0%,-1,-27
2021 ITF San Bartolome de Tirajana F,L vs Rus,1.7%,100.0%,16.2%,73.7%,9.2%,13.3%,0.0%,9.6%,14.3%,3.2%,25.0%,19,-1
2021 Cluj Napoca F,L vs Petkovic,0.0%,-,4.7%,75.0%,13.7%,0.0%,0.0%,4.4%,25.0%,1.4%,100.0%,97,58
Last 52 Weeks (4 matches),,5.6%,53.8%,12.3%,57.4%,11.1%,17.8%,3.7%,6.8%,23.5%,4.6%,36.1%,19,1
Career (26 matches),,1.2%,63.2%,10.2%,65.8%,12.0%,16.2%,5.9%,8.0%,21.1%,3.2%,36.6%,-5,-13
