Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,7,4,63.6%,17-11,60.7%,142-128,52.6%,1-1,50.0%,11,62.1%,43.4%,1.1%,2.4%,78.8%,58.1%,43.9%,55.1%,47.8%,51.4%,1.06,SF (2x)
2025,48,35,13,72.9%,73-29,71.6%,541-385,58.4%,5-3,62.5%,46,70.3%,47.0%,2.2%,3.1%,73.7%,62.2%,48.3%,58.5%,49.0%,53.7%,1.18,W (3x)
2024,30,22,8,73.3%,49-19,72.1%,359-261,57.9%,2-0,100.0%,30,67.0%,48.4%,1.9%,2.9%,72.6%,60.5%,48.0%,57.1%,49.2%,53.1%,1.14,F (4x)
2023,18,15,3,83.3%,32-8,80.0%,232-142,62.0%,2-3,40.0%,7,88.5%,49.2%,2.6%,1.8%,70.1%,69.6%,59.1%,66.5%,49.1%,57.3%,1.46,W (2x)
2022,22,19,3,86.4%,38-11,77.6%,273-193,58.6%,7-0,100.0%,22,75.2%,40.6%,2.6%,1.4%,74.7%,63.9%,50.6%,60.5%,46.6%,53.5%,1.18,W (3x)
2021,28,21,7,75.0%,44-20,68.8%,331-254,56.6%,5-2,71.4%,12,75.6%,41.6%,3.5%,1.3%,76.3%,65.3%,50.5%,61.8%,45.7%,54.0%,1.20,W (Karlsruhe)
2020,24,18,6,75.0%,36-18,66.7%,288-228,55.8%,4-2,66.7%,3,61.1%,45.7%,3.2%,0.8%,72.6%,60.7%,40.6%,55.2%,49.6%,52.4%,1.11,W (2x)
2019,79,62,17,78.5%,133-48,73.5%,972-674,59.1%,15-4,78.9%,0,,,,,,,,,,,,W (6x)
2017,18,13,5,72.2%,29-12,70.7%,234-183,56.1%,7-3,70.0%,0,,,,,,,,,,,,F (2x)
2014,9,1,8,11.1%,4-13,23.5%,69-92,42.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Sharm El Sheikh 10K)
2013,38,25,13,65.8%,57-31,64.8%,454-343,57.0%,6-2,75.0%,0,,,,,,,,,,,,W (Sharm El Sheikh 10K)
2012,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,0,,,,,,,,,,,,R32 (Sharm El Sheikh 10K)
2010,3,1,2,33.3%,2-4,33.3%,22-28,44.0%,0-0,-,0,,,,,,,,,,,,R16 (Ain Elsokhna 10K)
Career,329,239,90,72.6%,515-226,69.5%,3929-2926,57.3%,54-21,72.0%,131,70.7%,45.4%,2.3%,2.4%,74.2%,62.2%,48.8%,58.8%,48.2%,53.4%,1.17,
