Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,53,27,26,50.9%,68-68,50.0%,660-687,49.0%,16-12,57.1%,52,79.6%,17.7%,5.5%,2.6%,61.6%,69.8%,52.2%,63.0%,35.1%,49.3%,0.95
Clay,10,3,7,30.0%,7-13,35.0%,82-108,43.2%,2-1,66.7%,9,62.2%,21.3%,4.1%,2.8%,60.1%,58.8%,48.5%,54.7%,35.4%,45.8%,0.78
Grass,5,1,4,20.0%,4-9,30.8%,65-75,46.4%,1-3,25.0%,5,75.0%,18.8%,5.5%,2.3%,63.3%,68.3%,49.7%,61.5%,35.8%,48.5%,0.93
Grand Slams,10,4,6,40.0%,16-23,41.0%,172-203,45.9%,2-3,40.0%,10,72.0%,19.8%,5.2%,3.2%,62.3%,65.5%,48.3%,59.0%,37.6%,48.6%,0.92
Masters,16,6,10,37.5%,15-21,41.7%,167-182,47.9%,2-5,28.6%,16,75.9%,20.9%,5.9%,2.1%,61.7%,69.4%,48.9%,61.5%,36.4%,48.9%,0.95
Other Tours,36,17,19,47.2%,40-39,50.6%,399-411,49.3%,12-8,60.0%,35,80.7%,16.5%,5.1%,2.3%,62.3%,69.4%,54.0%,63.6%,33.4%,49.1%,0.92
Best of 5,10,4,6,40.0%,16-23,41.0%,172-203,45.9%,2-3,40.0%,10,72.0%,19.8%,5.2%,3.2%,62.3%,65.5%,48.3%,59.0%,37.6%,48.6%,0.92
Best of 3,58,27,31,46.6%,63-67,48.5%,635-667,48.8%,17-13,56.7%,56,78.7%,17.8%,5.4%,2.4%,61.3%,69.2%,52.5%,62.7%,34.4%,48.9%,0.92
Finals,1,1,0,100.0%,2-1,66.7%,20-19,51.3%,2-1,66.7%,1,100.0%,0.0%,5.5%,1.6%,68.0%,79.3%,68.3%,75.8%,21.2%,49.6%,0.87
Semi-finals,2,1,1,50.0%,2-3,40.0%,25-28,47.2%,0-1,0.0%,2,88.5%,7.7%,4.5%,0.0%,60.5%,70.1%,57.1%,65.0%,22.7%,46.2%,0.65
Quarter-finals,4,2,2,50.0%,4-3,57.1%,37-37,50.0%,1-1,50.0%,4,82.1%,13.2%,3.3%,1.2%,69.3%,69.8%,54.7%,65.2%,33.9%,49.6%,0.97
vs Righties,57,26,31,45.6%,66-77,46.2%,683-735,48.2%,16-15,51.6%,56,77.8%,17.8%,5.5%,2.6%,61.7%,68.5%,51.9%,62.1%,35.1%,48.9%,0.93
vs Lefties,11,5,6,45.5%,13-13,50.0%,124-135,47.9%,3-1,75.0%,10,73.6%,20.6%,4.5%,2.4%,60.8%,67.3%,49.5%,60.3%,35.5%,48.3%,0.90
vs Top 10,6,1,5,16.7%,3-13,18.8%,72-97,42.6%,1-4,20.0%,6,75.3%,11.9%,5.3%,2.1%,61.9%,66.7%,48.6%,59.8%,32.1%,46.2%,0.80
