Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Hangzhou SF,L vs Bublik,37.8%,29.4%,2.2%,1/0,2.31,22.5%,32.4%,27.3%,0.0%,2.40,36.0%,75.0%,33.3%,12.5%,2.17,0.0%
2025 Hangzhou R16,W vs Korda,52.3%,50.0%,7.7%,3/2,2.08,9.6%,45.9%,58.8%,5.4%,1.90,16.7%,70.8%,41.2%,12.5%,2.32,0.0%
2023 Stuttgart R32,W vs Kyrgios,34.5%,80.0%,3.4%,1/1,2.36,13.2%,32.5%,76.9%,0.0%,2.25,22.7%,53.8%,85.7%,15.4%,2.50,0.0%
2023 Barcelona R64,L vs Schwartzman,76.2%,40.6%,4.8%,2/0,-,11.3%,75.0%,52.4%,3.6%,-,16.7%,78.6%,18.2%,7.1%,-,0.0%
2023 Indian Wells R128,W vs Munar,71.7%,51.9%,2.7%,0/3,1.91,6.8%,69.6%,37.5%,0.0%,1.86,15.6%,89.2%,72.7%,8.1%,1.94,0.0%
2023 Dallas F,W vs Isner,34.7%,58.5%,4.2%,0/5,2.51,4.7%,28.1%,68.0%,1.1%,2.38,7.3%,57.1%,43.8%,14.3%,2.75,0.0%
2023 Dallas SF,W vs Fritz,57.3%,40.0%,3.1%,1/2,2.49,10.1%,39.7%,47.8%,1.7%,2.39,16.3%,88.9%,34.4%,5.6%,2.63,2.5%
2022 US Open R64,W vs Borges,69.4%,51.2%,2.2%,2/2,2.22,10.3%,67.9%,55.3%,1.8%,2.23,17.4%,77.3%,45.1%,3.0%,2.20,0.0%
2022 Indianapolis CH F,W vs Kovacevic,45.0%,61.1%,5.0%,2/4,2.50,31.5%,34.2%,63.0%,2.5%,2.42,41.4%,75.0%,59.3%,11.1%,2.64,13.2%
Career (9 matches),,54.9%,51.4%,3.7%,38.7%,2.31,13.6%,47.8%,53.3%,1.6%,2.26,21.4%,76.3%,49.0%,8.4%,2.39,2.2%
