Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),118,559,49,1810,43,1774,96,1650,,,,,,
2025,181,322,57,1780,46,1752,106,1635,,,,,,
2024,408,113,120,1671,69,1714,142,1579,,,,,,
2023,121,541,58,1780,37,1771,99,1635,95,1575,,,,
2022,116,488,54,1786,49,1747,149,1569,,,,,,
2021,1119,8,,,,,,,,,,,,
2020,891,15,,,,,,,,,1218,15,,
2019,854,15,,,,,,,,,1176,15,,
2018,306,105,323,1384,309,1344,327,1298,,,624,15,,
2017,313,157,232,1503,210,1474,,,,,304,187,,
2016,932,14,,,,,,,,,1553,6,,
