Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2023,2026,R64,6,1.05,5.3%,2.0%,63.0%,68.7%,50.8%,62.1%,39.9%,68.7%,47.3%
Roland Garros,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2023,2025,R128,2,0.56,5.6%,2.8%,64.6%,57.4%,36.5%,50.0%,28.0%,63.3%,25.0%
Wimbledon,1,Grass,1,0,1,0.0%,1,0,1,0.0%,2023,2023,R128,1,0.83,8.3%,0.9%,63.9%,65.2%,33.3%,53.7%,38.5%,45.5%,36.4%
US Open,3,Hard,11,8,3,72.7%,5,3,2,60.0%,2022,2025,R32,11,1.05,5.0%,4.3%,62.1%,67.2%,54.3%,62.3%,39.6%,63.4%,45.0%
Davis Cup,4,,6,4,2,66.7%,3,3,0,100.0%,2017,2026,,5,0.89,5.8%,4.0%,54.6%,66.8%,52.2%,60.2%,35.4%,65.3%,30.6%
Miami Masters,4,Hard,5,1,4,20.0%,3,0,3,0.0%,2017,2026,R64,5,0.81,5.3%,2.2%,65.9%,67.8%,45.9%,60.3%,32.2%,60.6%,29.2%
Shanghai Masters,4,Hard,7,3,4,42.9%,2,1,1,50.0%,2017,2025,R32,7,1.06,7.0%,3.0%,62.7%,73.8%,46.7%,63.7%,38.6%,57.6%,48.5%
Hangzhou,2,Hard,5,3,2,60.0%,2,2,0,100.0%,2024,2025,SF,5,0.83,3.8%,1.0%,65.4%,69.5%,50.4%,62.9%,30.8%,62.5%,45.0%
Washington,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2023,2025,R16,6,1.11,6.5%,4.7%,61.1%,70.2%,55.7%,64.6%,39.3%,72.9%,45.7%
Chengdu,2,Hard,2,0,2,0.0%,2,1,1,50.0%,2017,2018,R32,2,0.92,8.5%,1.7%,57.4%,68.3%,54.7%,62.5%,34.5%,56.3%,30.8%
