Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Hangzhou SF,L vs Bublik,3.1,3.6,2.5,42.9%,35.3%,40.0%,0.0%,53.4%,18.2%,-3.5,-5.7,-6.5,-14.4
2025 Hangzhou R16,W vs Korda,3.1,3.3,2.8,51.4%,56.0%,64.3%,50.0%,49.1%,10.2%,14.5,17.7,-2.0,-2.5
2023 Stuttgart R32,W vs Kyrgios,2.3,2.7,1.7,57.6%,50.0%,40.0%,-,55.1%,10.0%,18.0,36.7,5.0,13.9
2023 Barcelona R64,L vs Schwartzman,5.1,5.3,4.8,50.0%,14.8%,28.6%,62.5%,55.2%,9.3%,-2.5,-2.0,-5.0,-5.2
2023 Indian Wells R128,W vs Munar,4.6,4.5,4.7,46.7%,64.0%,56.3%,68.4%,54.1%,12.7%,21.0,10.1,13.0,8.4
2023 Dallas F,W vs Isner,3.1,4.0,2.1,41.4%,69.4%,83.3%,63.6%,46.7%,13.9%,27.5,22.2,17.5,14.2
2023 Dallas SF,W vs Fritz,4.5,5.4,3.4,47.9%,38.2%,55.3%,60.0%,57.2%,13.5%,16.5,7.6,11.0,7.6
2022 US Open R64,W vs Borges,3.8,3.8,3.9,51.6%,50.6%,49.1%,52.6%,50.8%,16.5%,20.5,7.2,1.5,0.6
2022 Indianapolis CH F,W vs Kovacevic,3.7,4.5,2.8,46.6%,46.7%,77.8%,56.0%,59.6%,19.1%,21.5,9.6,4.0,3.2
Career (9 matches),,3.7,4.2,3.3,48.2%,49.4%,55.9%,57.9%,53.7%,14.3%,14.8,9.8,4.3,3.7
