Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,445,223,222,50.1%,501-519,49.1%,4717-4694,50.1%,48-41,53.9%,405,62.5%,38.3%,2.5%,6.7%,61.0%,62.6%,43.2%,55.0%,45.6%,50.3%,1.01
Clay,232,121,111,52.2%,274-251,52.2%,2493-2383,51.1%,26-23,53.1%,204,57.8%,41.2%,2.0%,6.2%,62.7%,60.5%,41.7%,53.5%,46.9%,50.2%,1.01
Grass,71,33,38,46.5%,82-86,48.8%,811-792,50.6%,8-14,36.4%,69,68.5%,34.8%,3.0%,5.5%,63.5%,65.4%,44.8%,57.9%,43.2%,50.4%,1.03
Carpet,15,7,8,46.7%,17-22,43.6%,183-187,49.5%,1-4,20.0%,13,-,-,2.5%,4.7%,60.8%,58.4%,46.5%,53.8%,46.4%,50.1%,1.00
Grand Slams,148,76,72,51.4%,178-167,51.6%,1644-1549,51.5%,12-18,40.0%,136,62.5%,40.6%,2.3%,5.8%,61.9%,62.3%,44.1%,55.4%,46.1%,50.7%,1.03
Premiers,225,104,121,46.2%,237-278,46.0%,2355-2436,49.2%,19-23,45.2%,219,60.8%,36.6%,2.3%,6.2%,61.5%,62.1%,43.1%,54.8%,44.7%,49.7%,0.99
Internationals,280,160,120,57.1%,354-284,55.5%,3065-2802,52.2%,37-24,60.7%,252,63.9%,39.7%,2.7%,6.8%,61.0%,62.8%,43.0%,55.1%,46.8%,51.0%,1.04
Finals,15,6,9,40.0%,14-19,42.4%,132-172,43.4%,5-0,100.0%,13,47.3%,36.4%,1.5%,7.2%,57.1%,57.9%,31.5%,46.6%,44.8%,45.7%,0.84
Semi-finals,30,15,15,50.0%,33-35,48.5%,333-318,51.2%,3-4,42.9%,28,67.5%,35.5%,2.3%,5.1%,62.7%,61.9%,45.2%,55.7%,45.5%,50.4%,1.03
Quarter-finals,57,28,29,49.1%,63-68,48.1%,600-635,48.6%,10-5,66.7%,52,62.1%,30.4%,2.6%,6.0%,62.6%,61.3%,42.6%,54.3%,43.9%,49.1%,0.96
vs Righties,694,339,355,48.8%,776-813,48.8%,7404-7376,50.1%,77-77,50.0%,630,61.9%,37.9%,2.4%,6.4%,61.6%,62.1%,42.8%,54.7%,45.5%,50.1%,1.01
vs Lefties,60,37,23,61.7%,81-60,57.4%,678-607,52.8%,6-4,60.0%,52,62.4%,43.3%,2.4%,5.5%,64.1%,61.8%,43.8%,55.3%,47.2%,51.2%,1.06
vs Top 10,82,25,57,30.5%,55-120,31.4%,703-925,43.2%,6-11,35.3%,75,58.9%,33.8%,2.3%,5.8%,61.7%,58.8%,40.2%,51.7%,43.1%,47.4%,0.89
