Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,4,2,2,50.0%,4-4,50.0%,33-36,47.8%,0-0,-,4,42.1%,50.0%,1.6%,8.1%,63.8%,47.1%,43.8%,45.9%,49.0%,47.3%,0.91,QF (La Bisbal d'Emporda 125)
2024,9,5,4,55.6%,11-10,52.4%,97-94,50.8%,0-0,-,9,58.4%,41.7%,1.7%,7.7%,60.2%,59.9%,45.1%,54.0%,45.7%,50.0%,0.99,SF (Saint Malo 125)
2023,23,14,9,60.9%,30-21,58.8%,254-237,51.7%,3-3,50.0%,21,58.8%,45.6%,1.5%,6.1%,60.2%,59.4%,47.8%,54.8%,48.6%,51.8%,1.07,SF (3x)
2022,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,50.0%,38.5%,1.2%,3.5%,67.1%,56.1%,39.3%,50.6%,47.1%,48.7%,0.95,R32 (Limoges 125)
2021,1,0,1,0.0%,1-2,33.3%,13-19,40.6%,1-0,100.0%,1,60.0%,18.8%,4.5%,5.4%,64.0%,59.2%,52.5%,56.8%,39.3%,47.6%,0.91,R32 (Saint-Malo)
2019,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,25.0%,14.3%,0.0%,9.1%,58.2%,46.9%,34.8%,41.8%,34.1%,38.5%,0.59,R32 (Guadalajara)
2018,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,0.0%,64.8%,48.6%,47.4%,48.1%,31.8%,40.8%,0.61,R32 (Limoges)
2017,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,1-0,100.0%,2,52.9%,42.1%,0.0%,3.4%,62.1%,55.6%,45.5%,51.7%,46.9%,49.2%,0.97,R16 (Limoges)
2016,4,3,1,75.0%,7-3,70.0%,52-44,54.2%,2-1,66.7%,4,70.2%,37.0%,1.2%,5.0%,64.4%,65.2%,42.6%,57.1%,45.9%,51.4%,1.07,SF (Limoges)
2012,17,12,5,70.6%,27-12,69.2%,206-142,59.2%,0-2,0.0%,0,,,,,,,,,,,,F (Nassau 100K)
2011,13,8,5,61.5%,18-14,56.3%,144-127,53.1%,2-0,100.0%,0,,,,,,,,,,,,SF (Nantes 50K)
2010,12,7,5,58.3%,16-12,57.1%,136-129,51.3%,2-1,66.7%,0,,,,,,,,,,,,F (Saint Malo 100K)
2007,28,20,8,71.4%,42-21,66.7%,323-267,54.7%,2-2,50.0%,0,,,,,,,,,,,,W (Dnepropetrovsk 50K)
2006,31,22,9,71.0%,46-26,63.9%,373-291,56.2%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2005,11,5,6,45.5%,13-13,50.0%,121-113,51.7%,0-2,0.0%,0,,,,,,,,,,,,QF (Torun 25K)
2004,7,4,3,57.1%,8-7,53.3%,69-66,51.1%,0-0,-,0,,,,,,,,,,,,QF (2x)
Career,165,103,62,62.4%,226-153,59.6%,1858-1623,53.4%,16-13,55.2%,44,57.2%,41.9%,1.5%,6.2%,61.4%,58.5%,46.1%,53.7%,46.8%,50.3%,1.01,
