Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
12,Francesca Schiavone [ITA],1,11,8.3%,1,0,1,0.0%,2008,2016,11,0.83,2.4%,6.8%,59.5%,55.0%,43.0%,50.1%,41.4%,56.6%,45.5%
11,Dominika Cibulkova [SVK],3,8,27.3%,2,0,2,0.0%,2008,2018,10,0.95,2.9%,7.4%,61.5%,58.9%,41.6%,52.2%,45.5%,51.9%,46.9%
10,Barbora Strycova [CZE],7,3,70.0%,4,2,2,50.0%,2007,2019,9,1.07,1.6%,6.4%,58.6%,63.8%,47.6%,57.1%,46.1%,53.4%,44.7%
10,Carla Suarez Navarro [ESP],4,6,40.0%,3,1,2,33.3%,2010,2019,9,0.95,1.8%,7.1%,65.8%,60.2%,37.7%,52.5%,45.1%,43.2%,47.5%
10,Daniela Hantuchova [SVK],4,6,40.0%,1,1,0,100.0%,2007,2014,8,0.91,3.0%,6.3%,54.6%,62.1%,41.0%,52.5%,43.2%,50.0%,53.6%
9,Anastasia Pavlyuchenkova [RUS],1,8,11.1%,3,0,3,0.0%,2008,2021,7,0.88,1.7%,4.6%,64.3%,61.4%,35.8%,52.2%,42.0%,54.8%,51.1%
9,Stefanie Voegele [SUI],5,4,55.6%,3,1,2,33.3%,2007,2021,6,1.13,1.8%,7.2%,68.0%,67.4%,37.0%,57.7%,47.7%,60.0%,41.3%
9,Caroline Wozniacki [DEN],2,7,22.2%,0,0,0,-,2007,2019,8,0.85,2.2%,6.9%,59.7%,55.2%,34.1%,46.7%,45.4%,45.8%,60.0%
9,Agnieszka Radwanska [POL],2,7,22.2%,0,0,0,-,2008,2017,8,0.88,1.5%,9.3%,57.6%,60.1%,41.3%,52.1%,42.2%,51.9%,45.5%
9,Kirsten Flipkens [BEL],6,3,66.7%,2,1,1,50.0%,2006,2017,8,1.18,1.7%,6.5%,65.6%,62.2%,51.8%,58.6%,49.0%,59.3%,50.7%
8,Camila Giorgi [ITA],2,6,25.0%,2,1,1,50.0%,2014,2023,6,0.91,1.4%,5.3%,62.0%,61.3%,46.2%,55.6%,40.4%,64.9%,40.4%
8,Shuai Zhang [CHN],5,3,62.5%,4,1,3,25.0%,2008,2022,7,1.10,1.9%,5.6%,65.4%,61.9%,44.7%,56.0%,48.2%,52.9%,45.2%
8,Elina Svitolina [UKR],3,5,37.5%,4,2,2,50.0%,2013,2021,8,0.94,4.1%,6.6%,60.2%,62.5%,40.7%,53.8%,43.4%,50.0%,47.2%
8,Victoria Azarenka [BLR],0,8,0.0%,2,1,1,50.0%,2012,2021,7,0.86,2.9%,5.5%,65.5%,57.1%,37.8%,50.5%,42.8%,51.2%,31.5%
8,Andrea Petkovic [GER],5,3,62.5%,5,2,3,40.0%,2009,2021,8,1.05,2.3%,5.8%,63.4%,61.2%,44.1%,54.9%,47.2%,55.8%,58.3%
