Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Roland Garros R128,L vs Zheng,70.5%,51.6%,22.7%,9/1,2.58,0.0%,61.5%,31.3%,11.5%,2.48,0.0%,83.3%,73.3%,38.9%,2.72,0.0%
2023 Roland Garros R128,L vs Giorgi,80.0%,40.0%,20.0%,7/3,2.39,0.0%,95.2%,55.0%,23.8%,2.47,0.0%,90.9%,25.0%,22.7%,2.28,0.0%
2023 Indian Wells R128,L vs Rodina,80.0%,41.1%,1.4%,1/0,2.29,0.0%,83.6%,39.1%,0.0%,2.37,0.0%,90.9%,50.0%,9.1%,2.19,0.0%
2023 Australian Open R128,L vs Fernandez,81.0%,41.2%,3.2%,0/2,2.10,2.0%,82.9%,47.1%,2.4%,2.24,3.1%,81.0%,29.4%,4.8%,1.85,0.0%
2022 BJK Cup Finals RR,W vs Pattinama Kerkhove,71.1%,74.1%,2.6%,0/1,2.62,3.7%,80.8%,71.4%,3.8%,2.47,5.0%,66.7%,83.3%,0.0%,3.07,0.0%
2022 Monastir F,L vs Mertens,60.5%,46.2%,0.0%,0/0,2.16,3.0%,50.0%,33.3%,0.0%,2.15,4.8%,77.8%,57.1%,0.0%,2.18,0.0%
2022 US Open R128,W vs Raducanu,80.7%,69.6%,5.3%,2/1,2.66,6.4%,83.3%,60.0%,0.0%,2.48,8.6%,84.0%,81.0%,12.0%,3.19,0.0%
2022 Toronto R32,L vs Andreescu,81.0%,50.0%,9.5%,7/1,2.41,6.9%,86.0%,46.9%,5.3%,2.30,12.8%,73.1%,57.9%,19.2%,2.55,0.0%
2022 Wimbledon R32,W vs Swiatek,80.0%,62.5%,6.7%,4/0,2.60,9.5%,72.7%,50.0%,6.1%,2.50,16.7%,92.3%,75.0%,7.7%,2.74,0.0%
2022 Rome R64,L vs Halep,73.3%,47.7%,5.0%,1/2,2.64,0.0%,73.7%,46.4%,5.3%,2.81,0.0%,88.9%,50.0%,5.6%,2.36,0.0%
2022 Doha R32,L vs Sabalenka,75.0%,27.8%,2.1%,0/1,2.74,5.0%,86.2%,20.0%,0.0%,2.82,8.0%,73.3%,45.5%,6.7%,2.59,0.0%
2022 Australian Open QF,L vs Collins,64.9%,37.8%,14.0%,5/3,2.51,4.0%,61.3%,15.8%,22.6%,2.25,6.1%,81.8%,61.1%,4.5%,3.00,0.0%
2022 Australian Open R16,W vs Halep,90.8%,49.4%,3.4%,1/2,2.72,1.4%,93.1%,48.1%,0.0%,2.72,2.0%,89.3%,52.0%,10.7%,2.73,0.0%
2022 Australian Open R64,W vs Muguruza,84.1%,47.2%,0.0%,0/0,2.44,7.9%,84.2%,50.0%,0.0%,2.53,12.5%,95.5%,42.9%,0.0%,2.29,0.0%
2021 Chicago F,L vs Svitolina,79.2%,54.4%,5.6%,4/0,2.66,13.1%,73.2%,50.0%,0.0%,2.54,19.0%,87.1%,59.3%,12.9%,2.93,0.0%
2021 Tokyo Olympics R64,L vs Pliskova,61.4%,33.3%,20.5%,6/3,2.99,0.0%,61.5%,31.3%,7.7%,3.08,0.0%,78.6%,36.4%,50.0%,2.89,0.0%
2021 Wimbledon R128,W vs Andreescu,81.0%,60.8%,7.9%,3/2,2.94,5.7%,80.4%,54.1%,4.3%,2.96,8.7%,93.3%,78.6%,20.0%,2.91,0.0%
2021 Berlin R16,W vs Andreescu,73.1%,45.6%,7.7%,3/3,2.32,5.0%,74.5%,42.9%,2.1%,2.16,7.5%,95.7%,50.0%,21.7%,2.63,0.0%
2021 Dubai R32,L vs Sabalenka,71.2%,51.4%,9.6%,4/1,2.28,21.8%,75.9%,50.0%,3.4%,2.13,30.0%,88.2%,53.3%,23.5%,2.66,0.0%
2020 US Open R16,L vs Pironkova,77.3%,52.0%,4.1%,3/1,2.58,9.2%,73.8%,42.2%,0.0%,2.42,11.5%,88.2%,66.7%,11.8%,2.96,3.8%
Career (48 matches),,77.3%,50.7%,6.5%,63.9%,2.48,7.5%,78.8%,47.7%,4.1%,2.46,10.3%,85.6%,56.5%,12.3%,2.53,2.2%
