Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Roland Garros R128,L vs Zheng,8,15,0.5,7.5%,14.0%,7,12,0.6,6.9%,11.8%,2.0%,4.9%,1.3,24.3%,18.7%
2023 US Open R128,L vs Avanesyan,31,44,0.7,17.2%,24.4%,31,35,0.9,18.5%,20.8%,11.9%,6.5%,0.5,9.4%,17.2%
2023 Wimbledon R64,L vs Rybakina,7,12,0.6,4.7%,8.1%,6,9,0.7,4.4%,6.6%,2.9%,1.5%,0.9,24.3%,27.0%
2023 Wimbledon R128,W vs Hibino,13,10,1.3,13.1%,10.1%,11,9,1.2,11.8%,9.7%,8.6%,3.2%,0.6,19.2%,32.3%
2023 Roland Garros R128,L vs Giorgi,4,27,0.1,3.1%,21.3%,4,20,0.2,3.5%,17.7%,1.8%,1.8%,0.6,17.3%,27.6%
2023 Indian Wells R128,L vs Rodina,21,34,0.6,15.9%,25.8%,21,25,0.8,17.6%,21.0%,9.2%,7.6%,1.2,16.7%,13.6%
2023 Australian Open R128,L vs Fernandez,14,34,0.4,10.4%,25.4%,12,27,0.4,9.8%,22.0%,1.6%,8.1%,0.9,19.4%,21.6%
2022 BJK Cup Playoffs: FRA vs NED RR,W vs Pattinama Kerkhove,18,12,1.5,23.1%,15.4%,13,11,1.2,18.8%,15.9%,8.7%,10.1%,0.2,5.1%,26.9%
2022 Monastir F,L vs Mertens,10,23,0.4,11.0%,25.3%,10,14,0.7,12.5%,17.5%,7.5%,5.0%,1.0,13.2%,13.2%
2022 US Open R32,L vs Collins,17,9,1.9,11.0%,5.8%,13,7,1.9,9.2%,5.0%,1.4%,5.0%,1.8,33.5%,18.7%
2022 US Open R64,W vs Siniakova,14,28,0.5,9.6%,19.2%,12,22,0.5,9.1%,16.7%,3.8%,5.3%,0.5,14.4%,30.8%
2022 US Open R128,W vs Raducanu,22,22,1.0,18.8%,18.8%,21,13,1.6,20.4%,12.6%,9.7%,9.7%,0.5,12.8%,26.5%
2022 Toronto R32,L vs Andreescu,22,45,0.5,12.0%,24.5%,21,37,0.6,12.1%,21.3%,5.7%,5.7%,0.7,14.1%,21.2%
2022 Wimbledon R16,L vs Tomljanovic,30,32,0.9,15.0%,16.0%,30,25,1.2,16.1%,13.4%,8.6%,7.5%,0.8,13.0%,17.0%
2022 Wimbledon R32,W vs Swiatek,16,7,2.3,13.3%,5.8%,15,5,3.0,13.3%,4.4%,7.1%,6.2%,0.6,17.5%,27.5%
2022 Wimbledon R64,W vs Liu,14,12,1.2,12.4%,10.6%,11,9,1.2,10.4%,8.5%,6.6%,3.8%,0.7,15.9%,23.0%
2022 Wimbledon R128,W vs Putintseva,23,22,1.0,15.1%,14.5%,20,13,1.5,14.8%,9.6%,8.9%,5.9%,0.5,11.8%,22.4%
2022 Rome R64,L vs Halep,13,27,0.5,10.8%,22.5%,12,23,0.5,10.8%,20.7%,6.3%,4.5%,0.8,12.5%,16.7%
2022 Doha R32,L vs Sabalenka,9,22,0.4,8.5%,20.8%,6,18,0.3,6.4%,19.1%,5.3%,0.0%,1.3,20.8%,16.0%
2022 Australian Open QF,L vs Collins,11,12,0.9,8.9%,9.8%,9,12,0.8,8.0%,10.7%,2.7%,5.4%,1.4,22.0%,15.4%
Career (113 matches),,2034,2763,0.7,12.7%,17.3%,1867,2277,0.8,12.6%,15.4%,6.0%,3.7%,0.7,15.8%,22.6%
