Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Roland Garros R128,L vs Zheng,4.4,5.0,3.5,40.7%,35.5%,54.5%,27.3%,42.9%,12.4%,1.5,3.5,2.5,2.7
2023 Roland Garros R128,L vs Giorgi,4.0,3.6,4.5,50.0%,32.6%,55.6%,45.5%,44.3%,12.5%,-11.0,-15.3,-1.0,-1.0
2023 Indian Wells R128,L vs Rodina,6.0,5.2,6.6,47.1%,44.4%,43.5%,38.7%,63.2%,17.2%,-3.5,-1.8,8.5,8.5
2023 Australian Open R128,L vs Fernandez,4.3,4.2,4.3,40.5%,44.8%,55.0%,54.5%,39.6%,12.2%,-1.0,-1.3,4.0,3.3
2022 BJK Cup Finals RR,W vs Pattinama Kerkhove,5.1,4.8,5.6,71.1%,71.4%,45.5%,73.3%,46.6%,6.4%,7.5,11.9,3.0,3.5
2022 Monastir F,L vs Mertens,5.1,5.8,4.4,27.5%,52.6%,35.3%,40.0%,46.2%,10.5%,-5.5,-7.7,-1.0,-1.1
2022 US Open R128,W vs Raducanu,6.2,5.7,6.7,44.4%,59.1%,77.3%,57.1%,43.7%,15.1%,0.5,0.4,8.5,5.8
2022 Toronto R32,L vs Andreescu,4.6,4.4,4.7,44.6%,53.8%,47.8%,41.2%,48.6%,4.3%,5.5,3.7,1.5,0.9
2022 Wimbledon R32,W vs Swiatek,3.7,3.9,3.5,61.8%,48.3%,55.6%,50.0%,46.2%,14.3%,9.0,16.7,9.5,12.8
2022 Rome R64,L vs Halep,4.8,4.9,4.8,35.2%,47.1%,47.1%,53.3%,51.5%,19.7%,-1.0,-0.9,-2.5,-2.7
2022 Doha R32,L vs Sabalenka,4.1,4.2,3.9,48.2%,34.4%,37.5%,20.0%,61.5%,14.9%,-3.5,-4.3,-6.0,-11.3
2022 Australian Open QF,L vs Collins,3.5,3.8,3.1,44.6%,40.0%,40.0%,50.0%,52.6%,13.7%,-3.5,-5.7,6.0,10.5
2022 Australian Open R16,W vs Halep,6.1,5.8,6.4,41.8%,52.2%,34.5%,66.7%,53.8%,12.9%,-3.0,-1.4,10.0,5.3
2022 Australian Open R64,W vs Muguruza,5.6,5.7,5.5,59.2%,48.1%,56.3%,66.7%,44.2%,14.8%,13.0,13.0,12.5,10.4
2021 Chicago F,L vs Svitolina,4.8,4.9,4.7,49.3%,34.2%,45.0%,57.9%,44.3%,23.5%,6.0,5.8,4.5,3.7
2021 Tokyo Olympics R64,L vs Pliskova,3.7,4.1,3.4,37.0%,35.3%,35.7%,33.3%,48.0%,17.2%,-1.0,-2.2,1.5,2.8
2021 Wimbledon R128,W vs Andreescu,4.1,4.4,3.8,59.0%,53.6%,68.4%,40.0%,56.5%,8.6%,5.5,6.3,9.5,13.6
2021 Berlin R16,W vs Andreescu,4.1,3.9,4.3,60.7%,46.9%,35.7%,53.3%,56.6%,13.9%,10.0,7.7,9.5,10.3
2021 Dubai R32,L vs Sabalenka,3.5,4.1,2.8,47.3%,38.2%,50.0%,40.0%,50.3%,13.9%,-7.5,-11.4,1.0,1.5
2020 US Open R16,L vs Pironkova,5.4,5.3,5.5,49.5%,48.4%,42.9%,42.9%,45.9%,17.6%,1.5,0.8,4.0,2.0
Career (48 matches),,4.9,4.8,4.9,48.6%,47.3%,49.6%,50.1%,49.3%,11.9%,2.5,2.2,3.4,2.8
