Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,18,6,12,33.3%,16-24,40.0%,170-198,46.2%,3-3,50.0%,0,,,,,,,,,,,,R16 (5x)
2023,18,8,10,44.4%,17-24,41.5%,163-193,45.8%,1-2,33.3%,0,,,,,,,,,,,,SF (W40 Arequipa)
2022,17,6,11,35.3%,16-22,42.1%,170-179,48.7%,1-2,33.3%,0,,,,,,,,,,,,R16 (6x)
2021,2,0,2,0.0%,1-4,20.0%,16-29,35.6%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2020,10,6,4,60.0%,15-10,60.0%,113-109,50.9%,2-0,100.0%,0,,,,,,,,,,,,W (W15 Monastir)
2019,23,11,12,47.8%,26-27,49.1%,238-259,47.9%,4-1,80.0%,0,,,,,,,,,,,,SF (W25 Kiryat Shmona)
2018,40,21,19,52.5%,47-41,53.4%,410-381,51.8%,2-6,25.0%,0,,,,,,,,,,,,F (Monastir $15K)
2017,34,16,18,47.1%,36-39,48.0%,341-360,48.6%,5-6,45.5%,0,,,,,,,,,,,,SF (3x)
2016,38,22,16,57.9%,48-35,57.8%,398-353,53.0%,4-5,44.4%,0,,,,,,,,,,,,F (2x)
2015,56,36,20,64.3%,75-42,64.1%,594-433,57.8%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2014,39,18,21,46.2%,43-42,50.6%,376-374,50.1%,3-1,75.0%,0,,,,,,,,,,,,SF (Antalya 10K)
2013,23,10,13,43.5%,22-28,44.0%,207-212,49.4%,1-0,100.0%,0,,,,,,,,,,,,F (Monastir 10K)
2012,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Antalya 10K)
2011,2,0,2,0.0%,1-4,20.0%,15-26,36.6%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
Career,321,160,161,49.8%,363-344,51.3%,3217-3118,50.8%,30-31,49.2%,0,,,,,,,,,,,,
