Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,110,60,50,54.5%,138-103,57.3%,1176-1072,52.3%,16-12,57.1%,106,67.9%,36.9%,4.6%,5.0%,66.2%,64.1%,45.4%,57.8%,44.6%,51.1%,1.06
Clay,26,14,12,53.8%,32-28,53.3%,275-255,51.9%,2-3,40.0%,26,65.5%,38.3%,3.3%,3.4%,66.6%,62.9%,42.4%,56.1%,44.5%,50.3%,1.01
Grass,26,16,10,61.5%,35-19,64.8%,282-225,55.6%,4-3,57.1%,26,69.9%,40.4%,4.7%,4.4%,67.4%,64.5%,47.3%,58.9%,45.7%,52.3%,1.11
Grand Slams,40,26,14,65.0%,57-30,65.5%,439-350,55.6%,4-4,50.0%,40,71.2%,40.1%,4.2%,4.2%,67.9%,65.5%,44.6%,58.8%,45.9%,52.2%,1.11
Premiers,44,22,22,50.0%,50-46,52.1%,458-429,51.6%,7-4,63.6%,44,66.0%,36.8%,4.6%,4.5%,67.5%,63.4%,44.6%,57.3%,44.1%,50.8%,1.03
Internationals,36,19,17,52.8%,48-34,58.5%,414-370,52.8%,6-5,54.5%,35,67.1%,40.3%,4.5%,5.0%,66.0%,63.8%,44.5%,57.3%,45.6%,51.4%,1.07
Finals,2,1,1,50.0%,2-2,50.0%,14-19,42.4%,0-0,-,2,52.9%,31.3%,2.4%,6.5%,69.1%,60.0%,31.6%,51.2%,42.6%,47.1%,0.87
Semi-finals,6,3,3,50.0%,8-6,57.1%,70-67,51.1%,1-0,100.0%,5,68.9%,25.9%,4.6%,4.9%,65.5%,66.5%,43.7%,58.6%,41.3%,49.9%,1.00
Quarter-finals,15,5,10,33.3%,12-19,38.7%,134-156,46.2%,1-2,33.3%,14,63.7%,25.4%,4.1%,5.3%,67.2%,61.9%,44.9%,56.4%,39.1%,47.8%,0.90
vs Righties,151,82,69,54.3%,188-145,56.5%,1623-1483,52.3%,23-18,56.1%,147,67.3%,37.2%,4.4%,4.7%,66.5%,63.9%,44.7%,57.5%,44.5%,51.0%,1.05
vs Lefties,12,9,3,75.0%,19-7,73.1%,130-90,59.1%,0-0,-,12,75.0%,42.6%,4.4%,3.6%,66.8%,65.2%,51.9%,60.7%,47.3%,53.9%,1.21
vs Top 10,21,3,18,14.3%,9-38,19.1%,172-277,38.3%,4-6,40.0%,21,61.8%,15.3%,3.7%,4.6%,65.3%,61.4%,42.9%,55.0%,34.7%,45.0%,0.77
