Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Indian Wells R32,L vs Anisimova,0.92,0.29,31.1,2.1,0.0%,23.8%,0.0%,50.0%,21.1%,18.8%
2026 Indian Wells R64,W vs Zakharova,1.11,1.89,37.4,2.0,8.3%,62.5%,9.1%,72.7%,54.8%,55.6%
2026 Cluj-Napoca F,L vs Cirstea,1.05,0.51,37.8,2.0,0.0%,33.3%,0.0%,44.0%,31.6%,27.8%
2026 Australian Open R64,L vs Potapova,0.86,0.74,51.4,3.3,0.0%,53.1%,3.3%,36.7%,40.0%,54.8%
2026 Australian Open R128,W vs Sawangkaew,1.19,1.71,43.8,3.2,3.6%,67.9%,4.0%,64.0%,40.0%,59.1%
2026 Hobart QF,L vs Preston,0.88,0.71,54.9,2.5,3.4%,48.3%,0.0%,46.2%,39.4%,45.5%
2025 US Open R32,L vs Rybakina,0.81,0.43,34.9,2.0,0.0%,54.2%,9.1%,45.5%,16.7%,38.1%
2025 US Open R64,W vs Tjen,1.28,2.37,32.4,2.0,12.5%,62.5%,21.7%,82.6%,45.5%,57.9%
2025 US Open R128,W vs Shibahara,1.28,3.01,28.3,2.0,4.3%,73.9%,4.5%,81.8%,54.5%,50.0%
2025 Cincinnati R32,L vs Sabalenka,0.88,0.85,102.2,2.8,5.8%,63.8%,9.2%,64.6%,34.5%,34.5%
2025 Cincinnati R64,W vs Danilovic,0.90,1.72,47.0,2.5,18.2%,72.7%,15.0%,70.0%,48.5%,60.6%
2025 Montreal R32,L vs Anisimova,0.97,0.49,33.7,2.0,0.0%,42.3%,0.0%,43.5%,20.8%,38.1%
2025 Montreal R128,W vs Ruse,1.05,1.37,56.2,2.5,2.9%,55.9%,0.0%,60.6%,51.7%,57.7%
2025 Washington SF,L vs Kalinskaya,0.88,0.76,60.9,2.5,8.8%,55.9%,10.0%,53.3%,39.4%,38.7%
2025 Wimbledon R32,L vs Sabalenka,0.91,0.81,71.2,3.0,4.5%,50.0%,4.9%,61.0%,28.6%,52.8%
2025 Wimbledon R64,W vs Vondrousova,1.05,1.61,49.6,2.1,3.6%,75.0%,4.0%,60.0%,48.6%,50.0%
2025 Roland Garros R64,L vs Swiatek,0.97,0.59,41.8,2.2,0.0%,42.9%,9.5%,47.6%,30.0%,36.7%
2025 Rome R128,W vs Joint,1.01,1.19,61.6,3.2,1.9%,64.8%,4.2%,58.3%,47.5%,42.9%
2025 Madrid R128,W vs Lamens,1.16,1.25,66.0,2.6,5.0%,52.5%,5.9%,67.6%,39.0%,48.7%
2025 Miami QF,L vs Pegula,0.95,0.79,54.8,2.2,4.1%,65.3%,2.3%,59.1%,34.0%,28.6%
2026 (6 matches),,1.00,0.86,44.1,2.4,2.5%,49.1%,2.7%,51.4%,39.5%,46.3%
2025 (21 matches),,1.00,1.04,57.0,2.4,4.9%,58.6%,6.7%,57.6%,42.7%,44.2%
2024 (12 matches),,1.03,1.02,53.9,2.5,2.8%,58.5%,3.8%,58.8%,42.8%,39.2%
2023 (8 matches),,1.06,1.13,54.7,2.8,2.5%,56.7%,3.2%,65.1%,42.4%,41.4%
2022 (10 matches),,0.97,0.95,61.6,2.8,2.1%,52.8%,2.3%,57.1%,45.4%,42.7%
Career (85 matches),,1.01,1.08,54.7,2.5,4.0%,58.2%,3.9%,58.9%,44.0%,44.1%
