Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells R32,L vs Anisimova,2,15,0.1,2.7%,20.3%,2,12,0.2,3.0%,17.9%,0.0%,3.0%,1.4,31.1%,21.6%
2026 Indian Wells R64,W vs Zakharova,18,16,1.1,17.3%,15.4%,14,13,1.1,14.6%,13.5%,10.4%,4.2%,0.5,11.5%,22.1%
2026 Cluj-Napoca F,L vs Cirstea,8,30,0.3,9.0%,33.7%,8,24,0.3,10.8%,32.4%,8.1%,1.4%,2.1,23.6%,11.2%
2026 Australian Open R64,L vs Potapova,18,38,0.5,14.1%,29.7%,17,36,0.5,14.3%,30.3%,6.7%,5.0%,0.8,18.0%,23.4%
2026 Australian Open R128,W vs Sawangkaew,16,11,1.5,16.2%,11.1%,14,10,1.4,15.4%,11.0%,11.0%,4.4%,0.6,8.1%,14.1%
2026 Hobart QF,L vs Preston,9,36,0.3,7.4%,29.8%,8,32,0.3,7.1%,28.3%,4.4%,2.7%,0.6,17.4%,30.6%
2025 US Open R32,L vs Rybakina,9,15,0.6,9.9%,16.5%,7,15,0.5,8.4%,18.1%,6.0%,1.2%,1.3,27.5%,22.0%
2025 US Open R64,W vs Tjen,15,8,1.9,17.0%,9.1%,7,8,0.9,9.1%,10.4%,6.5%,2.6%,0.6,12.5%,19.3%
2025 US Open R64,W vs Tjen,15,8,1.9,17.0%,9.1%,7,8,0.9,9.1%,10.4%,6.5%,2.6%,0.6,12.5%,19.3%
2025 US Open R128,W vs Shibahara,7,6,1.2,8.0%,6.9%,5,6,0.8,6.3%,7.5%,5.0%,1.3%,0.3,12.6%,41.4%
2025 Cincinnati R32,L vs Sabalenka,27,29,0.9,11.0%,11.8%,17,20,0.9,7.9%,9.3%,5.1%,2.3%,1.0,21.5%,21.5%
2025 Cincinnati R64,W vs Danilovic,18,9,2.0,16.7%,8.3%,11,6,1.8,12.1%,6.6%,5.5%,6.6%,0.5,10.2%,22.2%
2025 Montreal R32,L vs Anisimova,5,7,0.7,5.3%,7.4%,5,6,0.8,5.7%,6.9%,3.4%,2.3%,2.4,30.9%,12.8%
2025 Montreal R128,W vs Ruse,7,10,0.7,5.7%,8.2%,6,6,1.0,5.6%,5.6%,4.6%,0.9%,0.5,12.3%,27.0%
2025 Washington SF,L vs Kalinskaya,20,18,1.1,15.6%,14.1%,14,14,1.0,12.6%,12.6%,10.8%,1.8%,1.3,24.2%,18.0%
2025 Wimbledon R32,L vs Sabalenka,21,26,0.8,12.9%,16.0%,17,23,0.7,11.3%,15.2%,7.9%,3.3%,0.9,19.0%,20.9%
2025 Wimbledon R64,W vs Vondrousova,18,18,1.0,14.3%,14.3%,16,18,0.9,13.7%,15.4%,5.1%,7.7%,0.3,9.5%,28.6%
2025 Roland Garros R64,L vs Swiatek,8,18,0.4,7.8%,17.6%,6,18,0.3,6.4%,19.1%,5.3%,1.1%,1.3,29.4%,22.5%
2025 Rome R128,W vs Joint,42,41,1.0,19.4%,18.9%,39,37,1.1,18.9%,18.0%,12.1%,5.8%,1.0,15.7%,15.7%
2025 Madrid R128,W vs Lamens,20,27,0.7,13.0%,17.5%,16,26,0.6,11.4%,18.6%,9.3%,1.4%,0.7,18.2%,24.7%
Career (82 matches),,1438,1837,0.8,13.4%,17.1%,1218,1607,0.8,12.4%,16.4%,7.1%,4.9%,0.8,16.7%,20.5%
